Data Medicao,Estado,TemperaturaMedia C,"PRECIPITACAO TOTAL, MENSAL (AUT)(mm)","PRESSAO ATMOSFERICA, MEDIA MENSAL (AUT)(mB)","VENTO, VELOCIDADE MEDIA MENSAL (AUT)(m/s)"
022019,3,24.6,"80,2","1009,7","1,6"
032019,3,23.0,238,"1009,1","1,4"
042019,3,21.8,"247,4","1010,7","1,3"
052019,3,19.1,"46,8","1012,5","1,2"
062019,3,18.5,"158,4","1014,1","1,3"
072019,3,13.7,"78,4","1015,8","1,4"
082019,3,15.6,"91,8","1011,8","1,5"
092019,3,16.9,277,"1009,1","1,6"
102019,3,20.6,"91,2","1007,2","1,6"
112019,3,22.2,"19,2","1005,8","1,7"
122019,3,24.9,79,"1005,5","1,8"
012020,3,25.3,"86,6","1007,9","1,6"
022020,3,24.8,"23,4","1009,3","1,5"
032020,3,24.5,"30,8","1011,2","1,5"
042020,3,20.4,"130,8","1011,1","1,3"
052020,3,16.8,"204,6","1010,8","1,3"
062020,3,16.4,294,"1012,3","1,4"
072020,3,13.7,"78,2","1013,3","1,2"
082020,3,16.1,"222,8","1011,3","1,7"
092020,3,16.9,"104,6","1009,1","1,7"
102020,3,19.4,"52,4","1009,3","1,7"
112020,3,21.7,119,"1006,1","1,7"
122020,3,23.9,119,"1005,4","1,6"
012021,3,25.3,"30,2","1006,2","1,6"
022021,3,24.6,"79,2","1007,2","1,4"
032021,3,23.7,27,"1011,7","1,4"
042021,3,21.8,"164,8","1012,1","1,3"
052021,3,15.5,"172,2","1013,7","1,4"
062021,3,14.4,"47,6","1015,1","1,2"
072021,3,13.6,135,"1013,8","1,4"
082021,3,16.5,"195,8","1010,3","1,6"
092021,3,18.2,"66,8","1009,7","1,7"
102021,3,19.7,85,"1006,8","1,6"
112021,3,21.9,"87,4","1006,8","1,9"
122021,3,23.3,"192,8","1005,1","1,6"
012022,3,26.2,"23,6","1005,9","1,5"
022022,3,25.2,"192,6","1007,6","1,4"
032022,3,22.7,"116,2","1009,9","1,2"
042022,3,19.8,"153,8","1011,8","1,2"
052022,3,15.6,99,"1012,8","1,1"
062022,3,13.1,"150,2","1010,4","1,2"
072022,3,16.4,"103,6","1014,1","1,4"
082022,3,15.2,"66,8","1012,5","1,6"
092022,3,16.5,"66,8","1009,2","1,7"
102022,3,19.0,"83,4","1010,8","1,7"
112022,3,21.0,"63,6","1005,6","1,7"
122022,3,24.1,"53,2","1005,8","1,6"
012023,3,26.1,"116,4","1006,2","1,4"
022023,3,24.7,"89,6","1007,6","1,4"
032023,3,25.4,"35,4","1009,7","1,3"
042023,3,20.6,"89,6","1012,3",1
052023,3,18.3,"247,8","1013,3","1,2"
062023,3,16.3,"210,8","1013,7","1,3"
072023,3,15.5,77,"1010,9","1,3"
082023,3,16.7,"394,8","1008,5","1,6"
092023,3,18.3,"109,8","1008,1","1,6"
102023,3,19.0,343,"1005,8","1,7"
112023,3,21.2,"88,6","1006,3","1,6"
122023,3,24.5,"233,8","1007,3","1,7"
012024,3,24.3,"85,4","1007,8","1,6"
022024,3,25.9,"81,6",1008,"1,3"
032024,3,24.5,"228,4","1008,5","1,4"
042024,3,21.6,"564,8","1010,3","1,3"
052024,3,16.7,"176,6","1010,7","1,3"
062024,3,17.4,"73,8","1017,1","1,1"
072024,3,13.7,"45,2",1013,"1,4"
082024,3,15.6,"211,8","1009,4","1,5"
092024,3,18.7,"61,6","1009,3","1,6"
102024,3,20.6,"72,4","1007,1","1,6"
112024,3,23.1,"240,4","1005,8","1,7"
122024,3,22.4,"240,4","1005,8","1,7"
022019,2,,,,
032019,2,19.0,174,"924,3","3,2"
042019,2,18.4,"134,2","924,2","2,8"
052019,2,16.0,"404,4","924,6","2,9"
062019,2,15.5,25,"913,4",3
072019,2,12.5,"94,2","910,9",3
082019,2,13.1,"11,8","912,4",
092019,2,16.9,"69,8","909,7","3,9"
102019,2,18.9,"207,6","909,1","3,8"
112019,2,19.4,"227,6","907,6","4,2"
122019,2,20.4,128,"907,4","3,3"
012020,2,20.6,"191,6",907,"3,1"
022020,2,19.9,"144,4","908,8","3,5"
032020,2,20.2,"49,4","910,1","3,5"
042020,2,16.1,"83,2","911,1","3,2"
052020,2,13.5,"133,4","910,9","2,8"
062020,2,14.2,"300,2","910,5","3,2"
072020,2,12.6,"211,8","910,8","3,2"
082020,2,14.2,179,"911,8","3,6"
092020,2,17.6,"64,2",910,"3,9"
102020,2,19.1,"43,8","908,3","4,1"
112020,2,18.7,"115,6","908,6","3,9"
122020,2,20.5,"244,6","907,1","3,6"
012021,2,20.3,,"907,3","3,4"
022021,2,19.7,,"907,2","2,8"
032021,2,20.7,,"908,2","2,8"
042021,2,16.8,"17,8","911,2","3,5"
052021,2,13.8,"166,2","910,7","2,9"
062021,2,11.8,"165,8","911,8","3,4"
072021,2,10.8,"51,8","913,4","3,4"
082021,2,15.3,"36,6","912,3","4,2"
092021,2,16.7,"221,8","909,6","3,8"
102021,2,16.5,"213,8","908,8","4,1"
112021,2,19.6,"109,8",907,4
122021,2,20.7,"33,8","906,5","4,2"
012022,2,21.5,125,"907,1","3,7"
022022,2,21.1,"165,8","907,6","3,1"
032022,2,19.2,357,"908,4","3,3"
042022,2,16.5,"167,4","909,6","3,5"
052022,2,12.4,"309,8","910,2","3,1"
062022,2,11.5,313,"910,6","3,2"
072022,2,15.3,"72,8","910,7","3,4"
082022,2,12.4,"172,4","911,7","3,9"
092022,2,12.7,"99,2","910,4","4,2"
102022,2,16.2,"293,6",908,"3,5"
112022,2,16.9,"45,6","908,6","4,1"
122022,2,20.5,"175,6","904,9","3,7"
012023,2,20.8,"129,4","905,5","3,4"
022023,2,19.7,"91,4","905,4","2,8"
032023,2,20.2,"150,6","906,5","3,3"
042023,2,16.5,"98,4",906,"3,4"
052023,2,15.0,"80,8","908,3","2,9"
062023,2,13.4,"168,6","908,7","2,8"
072023,2,13.4,"182,2","908,2","3,2"
082023,2,14.6,"101,2","906,1","3,2"
092023,2,18.0,"184,8","904,3","4,1"
102023,2,17.3,464,"902,8","3,8"
112023,2,19.1,"459,6","901,9","4,1"
122023,2,21.5,,"902,5","3,5"
012024,2,20.5,"200,2","902,6","3,6"
022024,2,21.9,,"903,5","3,5"
032024,2,20.8,"113,6","903,3","2,9"
042024,2,19.7,"183,4","903,2","3,3"
052024,2,15.3,"279,4","903,4","3,2"
062024,2,15.7,"166,8","904,2","3,1"
072024,2,13.0,"146,8","907,2","3,2"
082024,2,14.8,"45,4","905,7","3,5"
092024,2,18.5,"99,8","903,1","3,8"
102024,2,18.3,"160,2","902,2","4,3"
112024,2,19.6,"125,4","900,7","4,1"
122024,2,19.5,"216,6","899,3","3,5"
012014,2,25.6,"199,4",1012,"1,7"
022014,2,26.0,106,"1012,2","1,9"
032014,2,23.6,"262,6","1013,2","1,6"
042014,2,21.7,57,"1015,8","1,4"
052014,2,19.2,"62,4","1016,3","1,2"
062014,2,17.6,"307,4","1017,4","1,2"
072014,2,16.9,47,"1021,2",1
082014,2,17.3,"107,6","1018,8","1,2"
092014,2,19.5,"179,4","1015,8","1,4"
102014,2,21.5,"70,2","1016,1","1,6"
112014,2,22.6,"142,2","1012,9","1,6"
122014,2,24.1,"168,2","1011,5","1,3"
012015,2,25.5,"150,6","1012,3","1,8"
022015,2,24.7,287,"1011,6","1,7"
032015,2,23.7,"256,4","1013,1","1,5"
042015,2,21.4,103,"1015,4","1,4"
052015,2,19.1,"200,8","1017,4","1,3"
062015,2,16.9,"130,6","1019,5","1,3"
072015,2,17.5,"152,6","1017,5","1,1"
082015,2,19.7,"49,2","1017,5","1,5"
092015,2,19.1,"263,8","1013,9","1,5"
102015,2,19.7,"306,6","1015,3","1,4"
112015,2,21.6,"165,6",1012,"1,5"
122015,2,24.0,"244,2","1011,3","1,6"
012016,2,24.6,"145,8","1011,6","1,7"
022016,2,25.3,"182,6","1011,7","1,4"
032016,2,23.5,"262,4",1014,"1,5"
042016,2,,,,
052016,2,17.7,,"1018,2",1
062016,2,13.4,"66,4","1021,6","1,1"
072016,2,15.3,"69,2","1018,7","1,4"
082016,2,16.2,"145,4","1017,5","1,4"
092016,2,17.8,"91,8","1017,8","1,8"
102016,2,19.7,"197,8","1015,1","1,9"
112016,2,21.2,"156,4","1013,5","1,8"
122016,2,23.3,301,"1011,2","1,6"
012017,2,25.3,162,"1011,2","1,9"
022017,2,25.5,"179,4","1011,6","1,6"
032017,2,23.3,"149,8",1014,"1,4"
042017,2,21.0,"168,8","1015,9","1,5"
052017,2,19.5,"245,6","1016,5","1,3"
062017,2,17.3,182,"1018,4","1,3"
072017,2,16.7,"22,6","1024,1","1,4"
082017,2,17.7,"88,2","1018,5","1,6"
092017,2,20.5,"95,4","1018,5","1,5"
102017,2,20.9,"110,6",1013,"1,8"
112017,2,21.2,"106,8",1012,"1,9"
122017,2,23.4,"158,8",1011,"1,8"
012018,2,24.1,"248,8",1011,"1,6"
022018,2,23.3,"100,2","1012,4","1,6"
032018,2,23.8,"261,4","1011,2","1,4"
042018,2,22.4,"42,2","1016,4","1,4"
052018,2,19.3,"68,6","1017,8","1,3"
062018,2,15.9,"65,8","1018,5","1,3"
072018,2,16.6,"17,6","1018,4","1,3"
082018,2,15.6,"65,4","1019,7","1,6"
092018,2,19.3,123,"1015,2","1,6"
102018,2,20.2,"138,8","1014,3","1,6"
112018,2,22.0,113,"1013,8","1,9"
122018,2,24.0,"116,8","1012,1","1,8"
012019,2,26.5,"236,4","1012,3","1,7"
022019,2,24.0,"255,6","1011,6","1,7"
032019,2,23.6,"127,2","1014,3","1,4"
042019,2,22.3,"120,4","1013,4","1,3"
052019,2,20.5,179,"1014,9","1,1"
062019,2,18.7,69,"1018,7","1,2"
072019,2,15.5,"69,8","1019,2","1,4"
082019,2,16.5,"25,4","1021,6","1,4"
092019,2,17.8,"128,8","1017,5","1,4"
102019,2,21.2,"101,6","1014,6","1,9"
112019,2,21.9,185,1013,"1,9"
122019,2,23.2,"89,4",1012,"1,8"
012020,2,24.3,"130,2","1010,5","1,8"
022020,2,23.6,"239,6","1013,1","1,8"
032020,2,23.1,59,"1014,9","1,6"
042020,2,20.2,"81,4","1016,2","1,6"
052020,2,17.7,28,"1016,3","1,6"
062020,2,18.1,168,"1016,9","1,3"
072020,2,15.6,"83,8",1018,"1,5"
082020,2,16.5,"107,6","1019,5","1,4"
092020,2,19.1,"46,8","1016,9","1,5"
102020,2,20.8,"50,8","1014,3",2
112020,2,,,,
122020,2,,,,
012021,2,,,,
022021,2,,,,
032021,2,,,,
042021,2,,,,
052021,2,,,,
062021,2,,,,
072021,2,,,,
082021,2,17.6,,1019,"1,4"
092021,2,18.9,"90,2","1016,3","1,7"
102021,2,19.1,"119,8","1015,5","1,9"
112021,2,21.2,"75,8","1012,5","1,9"
122021,2,22.5,1,"1011,7",2
012022,2,24.4,"83,2","1010,8",2
022022,2,24.4,47,"1011,5","1,9"
032022,2,23.4,"184,8","1012,3","1,6"
042022,2,20.7,73,"1014,6","1,4"
052022,2,,,,
062022,2,15.6,"115,8","1017,5","1,2"
072022,2,17.3,19,"1017,2","1,4"
082022,2,16.3,"158,2","1019,4","1,5"
092022,2,16.7,"146,8","1017,8","1,6"
102022,2,19.8,"161,6","1014,1","1,8"
112022,2,20.3,219,"1015,3","2,3"
122022,2,22.9,"574,6","1010,9","1,8"
012023,2,24.2,57,"1011,2","1,8"
022023,2,24.2,"93,2",1011,"1,6"
032023,2,24.1,"329,8","1013,2","1,6"
042023,2,20.5,"174,2","1014,6","1,3"
052023,2,19.1,"72,2","1017,6","1,1"
062023,2,16.8,"73,8","1018,5","1,4"
072023,2,16.5,"92,2","1020,2",1
082023,2,17.8,,"1016,2","1,5"
092023,2,20.0,55,"1014,8","1,4"
102023,2,,,,
112023,2,21.8,,,
122023,2,25.1,,"1011,5","1,9"
012024,2,23.8,"357,6","1011,8","1,8"
022024,2,25.3,"117,4","1012,9","1,6"
032024,2,24.4,"166,6","1013,1","1,6"
042024,2,22.7,261,,
052024,2,19.9,,1014,1
062024,2,18.4,"56,4","1016,5","1,1"
072024,2,15.4,"122,2","1021,2","1,1"
082024,2,15.9,"24,8","1018,9","1,3"
092024,2,19.1,"127,2","1015,6","1,4"
102024,2,20.9,"205,6","1014,9","1,5"
112024,2,22.1,"207,4","1012,8","1,7"
122024,2,22.6,"218,4",1011,"1,9"
012014,2,25.1,"144,6","1011,8","1,6"
022014,2,25.0,"202,8","1012,3","1,9"
032014,2,22.5,"114,8","1013,4","1,5"
042014,2,20.9,"81,2","1016,4","1,8"
052014,2,17.4,"81,2","1016,8","1,4"
062014,2,16.1,,"1017,3","1,4"
072014,2,15.6,47,"1020,8","1,5"
082014,2,16.2,"86,4","1018,4","1,6"
092014,2,18.6,"108,8","1015,6","2,2"
102014,2,20.7,,"1015,9","2,7"
112014,2,22.4,"40,8","1012,8","2,3"
122014,2,23.8,"117,4","1011,4","2,3"
012015,2,25.0,211,"1012,5","2,2"
022015,2,23.7,"267,2","1012,3","2,1"
032015,2,22.8,"165,8","1013,9","2,2"
042015,2,20.6,"119,2","1016,2",2
052015,2,18.4,"252,6","1017,9",2
062015,2,15.9,"120,2","1019,3","1,6"
072015,2,16.2,208,"1017,7","1,9"
082015,2,19.6,"52,6","1016,4","2,2"
092015,2,17.5,174,"1014,1","2,4"
102015,2,18.9,"78,6","1015,4","2,8"
112015,2,20.9,"137,4","1012,6","2,6"
122015,2,23.7,"137,8","1011,3","2,3"
012016,2,24.1,"47,6",1012,"2,2"
022016,2,24.4,57,"1012,1",2
032016,2,22.6,"171,8","1014,6",2
042016,2,22.8,"104,4","1013,6","1,9"
052016,2,15.8,46,1019,"1,7"
062016,2,11.9,"16,2","1021,7","1,6"
072016,2,14.3,"140,8","1018,1",2
082016,2,15.6,"109,4","1017,3","1,9"
092016,2,17.0,"66,2","1017,9","2,6"
102016,2,19.1,"159,8",1015,3
112016,2,21.2,"51,2","1013,6","2,9"
122016,2,23.5,"243,4","1011,2","2,6"
012017,2,24.8,,"1011,8","2,2"
022017,2,,,,
032017,2,,,,
042017,2,,,,
052017,2,,,,
062017,2,,,,
072017,2,15.2,,,
082017,2,17.6,"83,8","1018,2","2,7"
092017,2,20.0,"91,2","1018,5","2,2"
102017,2,20.3,"126,8","1013,4","2,7"
112017,2,20.8,"104,8","1012,8","2,7"
122017,2,23.0,"146,6","1011,9","2,4"
012018,2,23.7,"185,6","1012,1","2,1"
022018,2,22.9,73,"1013,5",2
032018,2,22.9,"155,2","1012,2","1,9"
042018,2,22.4,77,1017,"1,7"
052018,2,18.5,109,"1018,5","1,7"
062018,2,15.2,"144,6","1019,2","1,8"
072018,2,15.3,"172,8","1019,4",
082018,2,14.8,"71,8","1020,3",
092018,2,19.0,"190,6","1016,2",
102018,2,20.2,"217,2","1015,4",
112018,2,22.0,"90,8",1014,
122018,2,23.5,"104,6",1013,"2,6"
012019,2,26.0,"159,4","1013,1","2,1"
022019,2,23.7,195,1013,2
032019,2,22.6,204,"1015,6","1,9"
042019,2,21.7,"135,2","1014,8","1,8"
052019,2,19.6,"385,6","1016,5","1,8"
062019,2,18.2,"60,4","1018,9","1,5"
072019,2,14.8,"105,4",1020,"1,8"
082019,2,15.8,"19,6","1021,9","2,2"
092019,2,17.6,"47,8","1018,2","2,4"
102019,2,20.7,"174,8","1015,4","2,5"
112019,2,21.8,"85,6","1013,7","2,9"
122019,2,23.3,"59,6","1012,3","2,5"
012020,2,23.9,154,"1011,8","2,3"
022020,2,23.3,"62,2","1014,5","2,4"
032020,2,22.9,"25,6","1015,8",2
042020,2,19.6,"117,2","1017,2","2,2"
052020,2,16.8,"24,8","1016,9","1,9"
062020,2,16.8,"126,6","1017,4","1,8"
072020,2,15.0,"277,4","1018,4",2
082020,2,15.8,"68,4","1019,9",2
092020,2,17.8,"166,8","1017,9","2,4"
102020,2,20.2,"70,2","1015,5","2,9"
112020,2,21.4,"127,2","1015,5","2,5"
122020,2,23.0,151,"1012,8","2,6"
012021,2,24.0,"150,6","1012,3","2,2"
022021,2,23.7,"84,6","1012,4","2,1"
032021,2,23.4,80,1013,2
042021,2,20.9,"46,4",1018,"2,1"
052021,2,15.8,"133,2","1017,9","1,8"
062021,2,15.1,"229,8","1019,9","1,8"
072021,2,14.1,"19,2","1021,3","1,9"
082021,2,16.8,"35,8","1020,7","2,2"
092021,2,18.8,156,"1016,8","2,6"
102021,2,19.5,"86,4","1016,5",3
112021,2,20.8,,,
122021,2,23.0,,,
012022,2,24.5,"114,2","1011,8","2,2"
022022,2,24.2,37,"1012,3","2,2"
032022,2,22.5,"297,8","1013,9",2
042022,2,20.1,"74,6","1016,2",2
052022,2,16.8,"248,2","1017,6","2,1"
062022,2,14.1,"181,4","1018,7","1,8"
072022,2,17.0,"63,8","1017,2","1,7"
082022,2,15.6,"80,8","1020,2","2,2"
092022,2,16.5,"57,4","1018,9","2,6"
102022,2,19.3,"129,4","1015,5","2,5"
112022,2,20.5,"71,4","1017,2","2,8"
122022,2,22.9,"209,2","1012,1","2,4"
012023,2,24.2,"108,2","1012,4","2,1"
022023,2,23.7,"255,2","1012,4","2,1"
032023,2,24.3,203,"1014,1","2,1"
042023,2,20.3,"62,6","1015,9",2
052023,2,18.7,108,"1018,6","1,6"
062023,2,16.7,"158,4","1019,4",
072023,2,16.3,"191,2","1020,1",
082023,2,16.7,"71,2","1017,4",
092023,2,19.2,303,"1015,2",
102023,2,18.9,"418,6","1014,8","2,6"
112023,2,21.4,"310,8","1012,7","2,7"
122023,2,23.9,"105,4","1012,8","2,6"
012024,2,23.4,"164,2","1013,7","2,2"
022024,2,25.1,"64,6","1014,4","2,1"
032024,2,23.7,"181,2","1014,4",2
042024,2,22.0,"152,8","1015,1","2,2"
052024,2,18.0,"441,8","1016,4","2,1"
062024,2,17.5,"277,8","1017,3","1,8"
072024,2,14.0,140,"1023,3","1,6"
082024,2,16.1,"57,6","1019,6","2,1"
092024,2,18.7,"67,4","1016,2","2,3"
102024,2,20.7,"108,8","1016,1","2,9"
112024,2,22.5,"122,6",1014,3
122024,2,22.2,"86,8","1012,5","2,5"
012014,2,23.7,"191,2","1007,2","5,6"
022014,2,23.7,"90,6","1007,6","6,6"
032014,2,23.2,94,"1008,7","4,4"
042014,2,21.4,"147,6","1011,6","5,1"
052014,2,18.7,"88,2","1011,8","4,1"
062014,2,17.1,243,"1012,4","3,6"
072014,2,16.8,"50,6",1016,0
082014,2,16.4,"86,4","1013,6",0
092014,2,18.3,"82,2","1010,8",0
102014,2,19.4,"112,8","1011,2",0
112014,2,20.8,"53,8","1008,2",0
122014,2,21.9,,,
012015,2,,,,
022015,2,24.1,"204,4","1007,4","5,6"
032015,2,22.8,"213,6",1009,"6,1"
042015,2,21.5,"128,4","1011,2","6,2"
052015,2,19.1,"71,4","1012,9","6,4"
062015,2,17.7,,"1014,4","6,1"
072015,2,16.2,"248,4","1012,9","5,9"
082015,2,18.2,"58,6","1011,9",9
092015,2,17.2,"229,4","1009,3","6,9"
102015,2,17.5,187,"1010,7","7,4"
112015,2,,,,
122015,2,,,,
012016,2,,,,
022016,2,,,,
032016,2,22.9,"166,2","1009,8","5,9"
042016,2,22.6,"226,2","1008,9","6,1"
052016,2,16.2,"74,8","1013,9","5,5"
062016,2,12.7,"45,6","1016,8","5,3"
072016,2,14.8,"117,2","1013,3","5,9"
082016,2,15.6,"90,2","1012,4","5,9"
092016,2,16.2,"113,4","1013,1","6,5"
102016,2,18.2,"108,6","1010,3","8,3"
112016,2,20.2,67,"1008,8","8,2"
122016,2,22.4,"167,8","1006,5",
012017,2,24.4,"155,2","1007,2",
022017,2,24.3,"33,8","1006,9",
032017,2,23.5,"169,2","1009,8",
042017,2,20.3,"105,2","1011,6",
052017,2,19.2,"217,4","1011,9",
062017,2,17.2,"158,4","1013,2",
072017,2,16.8,12,"1018,8",
082017,2,17.6,"65,6","1012,9",
092017,2,18.3,31,"1013,2",
102017,2,18.9,"99,2","1008,1",
112017,2,19.9,100,"1007,5","7,9"
122017,2,21.4,"143,2","1006,6","7,3"
012018,2,22.8,"117,8","1006,8","5,2"
022018,2,22.6,"62,2","1008,3","2,8"
032018,2,23.0,"142,6","1006,9","4,8"
042018,2,22.4,"33,8","1011,7","4,3"
052018,2,19.5,"39,6","1013,1","4,9"
062018,2,15.7,,"1014,2","4,1"
072018,2,,,,
082018,2,,,,
092018,2,,,,
102018,2,,,,
112018,2,,,,
122018,2,23.1,174,"1007,6","7,2"
012019,2,25.0,"53,2","1007,8","5,8"
022019,2,24.3,"118,2","1007,4","5,7"
032019,2,24.1,"104,6",1010,"6,1"
042019,2,22.7,"156,4","1009,1","5,4"
052019,2,20.7,"482,6","1010,6","5,8"
062019,2,19.7,63,"1013,3","5,5"
072019,2,16.1,"124,6","1014,2","6,5"
082019,2,16.1,"15,2","1016,2","8,7"
092019,2,17.7,"42,2","1012,4","5,2"
102019,2,20.2,"109,8","1009,7",0
112019,2,20.5,59,"1008,2",0
122019,2,22.3,35,"1006,9",0
012020,2,23.7,"186,4","1006,3",0
022020,2,23.2,"29,2","1008,9",0
032020,2,23.4,"25,2","1010,3","10,1"
042020,2,21.2,"27,6","1011,4",
052020,2,19.2,"14,2","1011,1",
062020,2,18.2,"108,8","1011,7",0
072020,2,15.3,153,"1012,8",0
082020,2,16.5,"77,2","1014,3",0
092020,2,17.9,"145,8","1012,1",0
102020,2,19.8,"51,2","1009,8",0
112020,2,21.1,"121,8","1009,8","1,4"
122020,2,22.7,"127,2","1007,2","6,2"
012021,2,23.3,196,"1006,9","6,2"
022021,2,24.6,"47,6","1006,8","5,4"
032021,2,24.3,"150,8","1007,3",6
042021,2,21.7,,"1012,1","4,9"
052021,2,,,,
062021,2,,,,
072021,2,,,,
082021,2,,,,
092021,2,,,,
102021,2,,,,
112021,2,,,,
122021,2,,,,
012022,2,,,,
022022,2,,,,
032022,2,,,,
042022,2,,,,
052022,2,,,,
062022,2,15.3,,"1012,5","5,7"
072022,2,,,,
082022,2,16.5,"130,6","1014,3","8,3"
092022,2,16.9,,,
102022,2,,,,
112022,2,20.1,"141,4","1011,3","7,4"
122022,2,21.9,"187,8","1006,5","7,5"
012023,2,23.6,"65,4","1006,8","5,7"
022023,2,24.4,"146,4","1006,8","5,3"
032023,2,24.5,"91,2","1008,6","6,4"
042023,2,21.6,"69,8",1010,"6,4"
052023,2,20.4,71,"1012,7","5,9"
062023,2,18.5,"115,2","1013,4","5,2"
072023,2,17.4,114,"1014,1",7
082023,2,17.3,"54,6","1011,5","6,7"
092023,2,18.7,"138,4","1009,3","7,9"
102023,2,18.9,384,"1008,8","7,4"
112023,2,21.1,216,"1006,9","7,4"
122023,2,22.1,"111,4","1007,2","7,9"
012024,2,23.8,"207,8","1007,9",6
022024,2,24.6,57,"1008,7","5,4"
032024,2,23.1,112,"1008,7","6,1"
042024,2,22.8,"77,6","1009,3","7,4"
052024,2,18.8,268,"1010,2","6,6"
062024,2,18.3,"128,6","1011,4","5,8"
072024,2,14.4,"189,4",1017,"4,9"
082024,2,16.3,46,"1013,6","7,5"
092024,2,18.3,"60,4","1010,4","7,8"
102024,2,19.8,102,"1010,2","7,1"
112024,2,,,,
122024,2,,,,
112014,2,17.9,,,
122014,2,19.4,"181,4","906,6","3,3"
012015,2,20.6,"199,4","908,2","2,8"
022015,2,20.0,"126,6","907,2","2,7"
032015,2,18.9,126,"908,2","2,9"
042015,2,16.3,"93,2","909,5","2,7"
052015,2,14.0,"66,8","910,6","3,2"
062015,2,11.7,"130,8",912,"2,7"
072015,2,12.5,249,"910,2","2,8"
082015,2,15.6,"66,6","910,7","3,2"
092015,2,15.0,"311,6","907,1","3,2"
102015,2,16.0,"337,8","908,2","3,8"
112015,2,17.4,"119,8",906,"3,6"
122015,2,20.0,"192,2","906,4","3,2"
012016,2,20.6,"101,6","906,7","3,5"
022016,2,21.1,225,"907,4","2,8"
032016,2,18.2,173,"908,9","3,1"
042016,2,18.6,"132,4","908,8","2,6"
052016,2,12.3,"123,8","910,7","2,8"
062016,2,9.0,25,"912,4","2,8"
072016,2,11.4,"121,2","910,5","3,2"
082016,2,12.5,136,"909,9","2,9"
092016,2,13.3,"110,4","910,2","3,4"
102016,2,15.2,"207,8","907,9","4,2"
112016,2,17.3,"70,4","907,2","3,5"
122016,2,19.2,"151,4","906,2","3,1"
012017,2,20.8,"114,2",907,"3,1"
022017,2,21.3,"102,6","907,3","3,1"
032017,2,18.8,"86,6","908,8","3,2"
042017,2,16.0,,"910,2","3,2"
052017,2,14.6,"108,2","909,7","3,3"
062017,2,12.2,,"911,1","3,1"
072017,2,11.9,,"915,7","3,1"
082017,2,12.3,"106,2","910,6","3,8"
092017,2,,,,
102017,2,,,,
112017,2,17.2,,"906,3","3,6"
122017,2,19.8,"145,8","905,7","3,4"
012018,2,19.7,192,"906,4",3
022018,2,19.0,"61,2","907,2","2,9"
032018,2,19.6,"134,4","906,5","2,6"
042018,2,18.0,"19,2","910,9","2,5"
052018,2,13.9,"66,8","911,2","2,9"
062018,2,11.6,"124,8","910,9","2,4"
072018,2,12.7,80,911,
082018,2,11.0,"89,8","911,4",
092018,2,15.0,200,"908,3",
102018,2,15.6,"146,2","907,6","3,7"
112018,2,17.8,"152,4","907,5","3,9"
122018,2,20.0,"227,2","907,1","3,1"
012019,2,22.0,"134,4","908,4",3
022019,2,19.6,"125,6","907,1","2,9"
032019,2,18.6,"75,2","909,2","2,9"
042019,2,17.7,"98,2","908,3","2,5"
052019,2,15.4,"241,6",909,"2,6"
062019,2,14.0,"13,6",912,"2,3"
072019,2,11.5,"96,2","911,4","2,9"
082019,2,12.0,"27,8","913,2","3,5"
092019,2,15.2,"60,8","909,7","3,5"
102019,2,17.7,"213,4","908,4","3,3"
112019,2,18.0,171,"906,9","3,8"
122019,2,19.8,"46,4","906,5","3,4"
012020,2,20.6,"39,8","905,9","3,2"
022020,2,,,,
032020,2,,,,
042020,2,,,,
052020,2,,,,
062020,2,,,,
072020,2,,,,
082020,2,,,,
092020,2,,,,
102020,2,,,,
112020,2,,,,
122020,2,,,,
012021,2,,,,
022021,2,,,,
032021,2,,,,
042021,2,,,,
052021,2,,,,
062021,2,,,,
072021,2,,,,
082021,2,,,,
092021,2,,,,
102021,2,,,,
112021,2,,,,
122021,2,,,,
012022,2,,,,
022022,2,,,,
032022,2,,,,
042022,2,,,,
052022,2,,,,
062022,2,,,,
072022,2,,,,
082022,2,,,,
092022,2,,,,
102022,2,,,,
112022,2,17.3,,"907,7",
122022,2,20.0,194,"905,4",
012023,2,20.3,"218,8","906,6",
022023,2,19.8,"79,8","906,7",
032023,2,19.7,"198,6","908,7",
042023,2,,,,
052023,2,15.1,,,
062023,2,,,,
072023,2,12.0,,,
082023,2,13.6,"74,4","909,4","2,6"
092023,2,16.1,"222,8",908,"3,6"
102023,2,15.8,"414,8","906,5","3,3"
112023,2,18.0,"442,8",906,"3,4"
122023,2,20.6,"112,2",907,"3,2"
012024,2,19.9,193,"907,1","3,1"
022024,2,21.5,"153,2","908,4",3
032024,2,20.2,"170,2","908,5","2,7"
042024,2,18.6,"168,4","908,7",3
052024,2,14.7,260,"907,8","2,7"
062024,2,13.9,"188,8","910,1","2,4"
072024,2,11.7,"195,6","913,1","2,4"
082024,2,13.2,"48,6","911,3","2,9"
092024,2,16.7,"114,4",909,"3,2"
102024,2,17.0,"219,4","908,3","3,7"
112024,2,18.5,70,907,"3,9"
122024,2,18.4,"190,2","905,6","3,6"
012014,2,21.4,"131,4","924,2","1,8"
022014,2,21.2,,"924,3",2
032014,2,19.7,"175,4","924,5","1,8"
042014,2,17.8,"23,8","926,3","1,9"
052014,2,14.3,,"926,3","1,1"
062014,2,13.5,"67,6","926,9","1,8"
072014,2,12.6,71,930,"1,6"
