Data,TemperaturaMedia C,Cidade,"PRECIPITACAO TOTAL, MENSAL (AUT)(mm)","PRESSAO ATMOSFERICA, MEDIA MENSAL (AUT)(mB)","VENTO, VELOCIDADE MEDIA MENSAL (AUT)(m/s)",Estado
112023,19.4,jaguarao,"234,4","1008,6","3,2",3.0
122023,21.6,jaguarao,136,"1009,5","3,2",3.0
12024,23.0,jaguarao,"33,6","1010,8","3,1",3.0
22024,24.3,jaguarao,"63,4","1010,9","3,1",3.0
32024,22.0,jaguarao,"222,2","1010,7","2,3",3.0
42024,19.0,jaguarao,"195,2","1011,1","2,9",3.0
52024,13.6,jaguarao,"497,4","1013,6","2,7",3.0
62024,14.7,jaguarao,126,"1012,4","2,6",3.0
72024,10.6,jaguarao,"12,4","1020,1",2,3.0
82024,12.8,jaguarao,"167,8","1015,2","3,3",3.0
92024,16.0,jaguarao,"201,8","1011,9","2,9",3.0
102024,18.6,jaguarao,"114,6","1012,2","3,2",3.0
112024,21.0,jaguarao,"198,6","1010,3","3,3",3.0
122024,20.0,jaguarao,"244,8","1008,9","3,3",3.0
12016,25.3,maringa,"300,2",949,"2,2",1.0
22016,25.0,maringa,"242,8","951,2","1,7",1.0
32016,24.4,maringa,"88,2","952,5",2,1.0
42016,25.3,maringa,"94,6","952,4","2,1",1.0
52016,,maringa,,,,1.0
62016,16.9,maringa,"73,2","957,1","1,9",1.0
72016,19.6,maringa,60,"955,4",2,1.0
82016,20.4,maringa,132,"954,2","2,2",1.0
92016,21.1,maringa,37,"954,3",2,1.0
102016,23.1,maringa,"128,2","951,2","2,4",1.0
112016,24.8,maringa,"34,8",950,"2,3",1.0
122016,24.4,maringa,"196,4",950,"2,1",1.0
12017,24.6,maringa,"309,2","950,6","1,8",1.0
22017,26.0,maringa,"135,8","950,3",2,1.0
32017,24.9,maringa,146,"951,6",2,1.0
42017,22.0,maringa,"146,2","952,9","2,3",1.0
52017,21.1,maringa,"278,6","953,4",2,1.0
62017,18.6,maringa,98,"955,9","2,1",1.0
72017,19.0,maringa,0,"959,5","2,5",1.0
82017,21.2,maringa,"130,6","954,1","2,5",1.0
92017,26.0,maringa,"29,8","954,1","2,5",1.0
102017,23.1,maringa,"233,6","950,7","2,4",1.0
112017,23.6,maringa,"129,2","949,1","2,3",1.0
122017,24.9,maringa,"194,2","948,9","2,1",1.0
12018,24.1,maringa,325,"950,2",2,1.0
22018,24.3,maringa,"81,8","950,3",2,1.0
32018,25.4,maringa,"203,8",950,"1,4",1.0
42018,24.3,maringa,"24,6","954,1","1,7",1.0
52018,21.2,maringa,"44,4","955,1","1,8",1.0
62018,19.4,maringa,"62,4","955,8","1,3",1.0
72018,21.2,maringa,"5,4","955,5","1,5",1.0
82018,18.6,maringa,"224,2","955,9","1,6",1.0
92018,21.9,maringa,"130,4","951,8","1,6",1.0
102018,23.0,maringa,"288,2","950,6","1,7",1.0
112018,24.2,maringa,"156,2","950,1","2,1",1.0
122018,25.9,maringa,"105,2","950,5","1,6",1.0
12019,26.6,maringa,"187,4",952,"1,5",1.0
22019,25.6,maringa,118,950,"1,6",1.0
32019,,maringa,,,,1.0
42019,,maringa,,,,1.0
52019,21.4,maringa,"62,4","953,2","1,8",1.0
62019,21.2,maringa,"80,2","956,3","2,1",1.0
72019,19.7,maringa,"31,6","955,8","2,1",1.0
82019,21.4,maringa,"0,6","956,7","2,5",1.0
92019,24.4,maringa,"58,8","952,6","2,2",1.0
102019,26.3,maringa,"105,6","950,9","2,1",1.0
112019,25.7,maringa,"72,4","949,3","2,3",1.0
122019,24.4,maringa,"351,2","949,9","1,9",1.0
12020,25.1,maringa,154,"949,2","1,9",1.0
22020,25.1,maringa,"144,2","950,6","2,1",1.0
32020,25.4,maringa,,952,"2,1",1.0
42020,22.7,maringa,,"953,8",2,1.0
52020,19.5,maringa,"54,8",955,"1,9",1.0
62020,20.5,maringa,"143,8","954,6","2,1",1.0
72020,19.9,maringa,"23,2","954,8",2,1.0
82020,20.6,maringa,"163,8","955,2","2,3",1.0
92020,26.3,maringa,"9,2","952,3","2,2",1.0
102020,25.7,maringa,"142,4","950,2","2,2",1.0
112020,25.4,maringa,"54,8","950,6","2,3",1.0
122020,24.7,maringa,"181,6","949,6",2,1.0
12021,24.1,maringa,"333,2",950,"1,8",1.0
22021,24.8,maringa,"13,6","949,5","1,8",1.0
32021,25.3,maringa,132,"950,6","1,7",1.0
42021,23.1,maringa,"2,8","953,2",2,1.0
52021,20.7,maringa,"130,4","954,3","1,7",1.0
62021,18.8,maringa,"32,2","955,2","1,7",1.0
72021,18.6,maringa,"46,4","957,1","1,8",1.0
82021,22.2,maringa,"25,8","955,3","1,9",1.0
92021,25.4,maringa,"47,6","951,9","2,2",1.0
102021,21.9,maringa,"398,6","951,2","2,1",1.0
112021,25.3,maringa,41,"949,2","2,2",1.0
122021,26.3,maringa,"45,6","948,2","2,2",1.0
12022,25.4,maringa,157,"949,2",2,1.0
22022,26.0,maringa,"79,2","949,9",2,1.0
32022,24.8,maringa,"269,4","950,8","1,8",1.0
42022,23.0,maringa,111,"952,3","1,9",1.0
52022,18.9,maringa,"35,8","954,4",2,1.0
62022,18.6,maringa,"65,4","954,6","1,9",1.0
72022,21.7,maringa,2,"954,5","2,3",1.0
82022,19.8,maringa,"104,4",955,"2,3",1.0
92022,19.6,maringa,"119,6","953,2","2,3",1.0
102022,22.7,maringa,"187,6","951,1","2,1",1.0
112022,23.7,maringa,,"949,9","2,3",1.0
122022,24.5,maringa,"141,2","948,6","1,8",1.0
12023,24.0,maringa,,,,1.0
22023,23.6,maringa,,"950,8","1,7",1.0
32023,25.0,maringa,"293,2","951,7","1,9",1.0
42023,22.7,maringa,"164,2",952,2,1.0
52023,21.2,maringa,"32,4","954,8","1,7",1.0
62023,18.9,maringa,"91,6","956,5","1,7",1.0
72023,20.2,maringa,"19,8","956,1",2,1.0
82023,22.0,maringa,"50,6","953,3",2,1.0
92023,25.2,maringa,86,"951,5","2,4",1.0
102023,25.0,maringa,"238,2","949,4","2,3",1.0
112023,25.3,maringa,295,"949,3","2,2",1.0
122023,26.1,maringa,"194,6","949,9",2,1.0
12024,25.7,maringa,"145,6","949,9","1,9",1.0
22024,26.3,maringa,"106,8","951,2","1,9",1.0
32024,26.9,maringa,"24,4","951,2",2,1.0
42024,25.3,maringa,,"951,8","1,9",1.0
52024,22.4,maringa,,"953,3","1,8",1.0
62024,22.1,maringa,,"954,8",2,1.0
72024,20.4,maringa,"42,4",957,"1,7",1.0
82024,23.2,maringa,,"955,2","2,3",1.0
92024,25.9,maringa,44,952,"2,2",1.0
102024,25.4,maringa,"80,2","950,7","2,2",1.0
112024,25.4,maringa,"284,6","949,2","2,3",1.0
122024,24.5,maringa,"206,8","948,9","2,1",1.0
12016,23.8,tramandai,"84,6","1011,9","4,6",3.0
22016,24.5,tramandai,"79,4","1011,9","3,6",3.0
32016,23.4,tramandai,"335,4","1014,6","4,3",3.0
42016,22.6,tramandai,229,"1013,6","2,7",3.0
52016,15.5,tramandai,"49,8","1019,1",,3.0
62016,11.7,tramandai,"15,6","1021,7",,3.0
72016,14.0,tramandai,,"1017,3",,3.0
82016,,tramandai,,,,3.0
92016,,tramandai,,,,3.0
102016,18.2,tramandai,220,"1014,8","5,8",3.0
112016,20.2,tramandai,113,"1013,6","4,8",3.0
122016,23.2,tramandai,"133,2","1011,1",5,3.0
12017,25.2,tramandai,"138,4","1011,7","4,4",3.0
22017,25.7,tramandai,57,"1011,1","3,7",3.0
32017,23.8,tramandai,"157,6","1014,5",5,3.0
42017,20.8,tramandai,"39,4","1016,1","4,5",3.0
52017,18.8,tramandai,"213,8","1016,7","4,4",3.0
62017,16.5,tramandai,"141,2","1017,7","3,2",3.0
72017,16.4,tramandai,18,1023,"3,5",3.0
82017,17.4,tramandai,"67,2","1017,4","4,7",3.0
92017,19.1,tramandai,"217,8","1017,6","5,2",3.0
102017,19.5,tramandai,"222,6","1012,7",5,3.0
112017,20.4,tramandai,"178,2","1012,2","5,1",3.0
122017,22.4,tramandai,"164,2","1011,2","5,4",3.0
12018,,tramandai,,,,3.0
22018,,tramandai,,,,3.0
32018,23.1,tramandai,,"1011,5","3,6",3.0
42018,23.3,tramandai,,"1016,2","3,6",3.0
52018,19.0,tramandai,,"1017,7","3,8",3.0
62018,14.2,tramandai,,"1018,6",3,3.0
72018,14.5,tramandai,243,"1018,8","3,4",3.0
82018,14.2,tramandai,"164,2","1019,5","3,9",3.0
92018,18.3,tramandai,"156,4","1015,5","4,8",3.0
102018,19.9,tramandai,"85,8","1014,8","5,3",3.0
112018,21.2,tramandai,"76,6","1013,2","5,4",3.0
122018,23.1,tramandai,"38,8","1012,2","3,1",3.0
12019,25.4,tramandai,26,"1012,3","2,4",3.0
22019,24.6,tramandai,"106,6","1012,3","1,8",3.0
32019,23.5,tramandai,"174,6","1014,9","2,6",3.0
42019,22.4,tramandai,"237,4","1014,1","1,4",3.0
52019,20.1,tramandai,"270,2","1015,8","2,2",3.0
62019,18.9,tramandai,"34,6","1017,8","0,9",3.0
72019,13.9,tramandai,"128,8","1019,3","1,3",3.0
82019,14.7,tramandai,42,"1021,1","1,5",3.0
92019,16.2,tramandai,"24,2","1017,5","2,4",3.0
102019,19.7,tramandai,,"1014,6","2,8",3.0
112019,20.8,tramandai,,"1013,1","4,3",3.0
122019,22.9,tramandai,"46,8","1011,4",5,3.0
12020,24.7,tramandai,"67,8","1011,1",5,3.0
22020,23.5,tramandai,"115,6","1013,6","4,8",3.0
32020,23.9,tramandai,"77,2",1015,"4,3",3.0
42020,20.5,tramandai,"27,6","1016,3","2,9",3.0
52020,17.2,tramandai,"108,4","1016,1","1,4",3.0
62020,16.6,tramandai,"224,4","1016,3",,3.0
72020,13.7,tramandai,"272,2","1017,5",,3.0
82020,15.0,tramandai,"88,8","1018,9",,3.0
92020,16.3,tramandai,"213,2",1017,,3.0
102020,18.8,tramandai,"107,8","1014,7",,3.0
112020,21.3,tramandai,"31,6","1014,8",,3.0
122020,23.0,tramandai,"120,2","1011,9",,3.0
12021,24.1,tramandai,"106,4","1011,4",,3.0
22021,24.6,tramandai,"21,8","1011,5",,3.0
32021,23.8,tramandai,,"1012,3",,3.0
42021,21.9,tramandai,,"1017,1",,3.0
52021,16.2,tramandai,,"1016,9",,3.0
62021,15.1,tramandai,,"1018,9",,3.0
72021,13.8,tramandai,,"1020,3",,3.0
82021,15.5,tramandai,,"1019,6",,3.0
92021,18.0,tramandai,,"1015,7",,3.0
102021,19.0,tramandai,,"1015,6",,3.0
112021,20.5,tramandai,,"1012,6",,3.0
122021,,tramandai,,,,3.0
12022,22.6,tramandai,,1011,,3.0
22022,23.8,tramandai,,"1011,5",,3.0
32022,23.0,tramandai,191,"1012,8",,3.0
42022,20.5,tramandai,"83,6","1015,2",,3.0
52022,17.1,tramandai,"127,8","1016,7",,3.0
62022,,tramandai,,,,3.0
72022,,tramandai,,,,3.0
82022,,tramandai,,,,3.0
92022,16.7,tramandai,,,,3.0
102022,18.5,tramandai,"86,8","1014,6",,3.0
112022,20.2,tramandai,"95,6","1016,4",,3.0
122022,22.1,tramandai,"65,8","1011,3","4,6",3.0
12023,24.0,tramandai,"47,4","1011,5","4,2",3.0
22023,24.1,tramandai,"26,2","1011,5","3,8",3.0
32023,24.7,tramandai,"113,4","1013,1","4,6",3.0
42023,21.0,tramandai,"58,2","1014,9","4,2",3.0
52023,19.3,tramandai,"121,4","1017,5","3,4",3.0
62023,16.9,tramandai,"142,8","1018,3","2,9",3.0
72023,16.0,tramandai,123,"1019,6","3,8",3.0
82023,16.1,tramandai,"14,4","1016,3","3,4",3.0
92023,17.6,tramandai,,"1014,4","4,6",3.0
102023,18.5,tramandai,"121,2","1013,7","4,2",3.0
112023,20.5,tramandai,"256,8","1011,5",4,3.0
122023,22.3,tramandai,"70,8","1011,9",1,3.0
12024,23.8,tramandai,"105,2","1012,8","0,1",3.0
22024,24.4,tramandai,,,,3.0
32024,23.9,tramandai,"13,2","1013,3","4,3",3.0
42024,22.2,tramandai,"188,2","1013,9","4,8",3.0
52024,17.4,tramandai,488,"1015,3","3,9",3.0
62024,,tramandai,,,,3.0
72024,13.4,tramandai,"108,8","1022,3","2,8",3.0
82024,,tramandai,,,,3.0
92024,,tramandai,,,,3.0
102024,,tramandai,,,,3.0
112024,,tramandai,,,,3.0
122024,,tramandai,,,,3.0
12016,24.9,santiago,"78,2","966,1","2,1",3.0
22016,24.4,santiago,115,"966,8",2,3.0
32016,20.4,santiago,"197,4","969,7",2,3.0
42016,20.4,santiago,"165,6","968,6","1,9",3.0
52016,13.1,santiago,"116,2","973,3","1,3",3.0
62016,11.0,santiago,"27,6","975,6",1,3.0
72016,13.4,santiago,"66,6","971,9","1,7",3.0
82016,15.7,santiago,"114,4","971,1","1,6",3.0
92016,15.2,santiago,"36,8","972,5","1,7",3.0
102016,18.4,santiago,"296,4","968,2","1,6",3.0
112016,20.4,santiago,"260,8","968,1","1,4",3.0
122016,23.1,santiago,"270,6","965,8","1,7",3.0
12017,23.5,santiago,247,"966,7","1,5",3.0
22017,23.4,santiago,267,"966,4","1,5",3.0
32017,21.7,santiago,"220,2","968,8","1,9",3.0
42017,18.3,santiago,"292,4","970,1","2,2",3.0
52017,16.3,santiago,"369,4",970,,3.0
62017,14.7,santiago,"159,2","971,7",,3.0
72017,16.2,santiago,"4,6","975,9","2,8",3.0
82017,16.0,santiago,"243,8","970,6","2,4",3.0
92017,19.1,santiago,162,971,"1,6",3.0
102017,18.5,santiago,"220,2","966,9",2,3.0
112017,20.6,santiago,"90,2","966,7","2,1",3.0
122017,23.9,santiago,"152,6",,"1,9",3.0
12018,23.5,santiago,"289,4",,"2,1",3.0
22018,23.2,santiago,"35,6","967,4","1,7",3.0
32018,22.0,santiago,"200,4","966,7","1,8",3.0
42018,22.0,santiago,"163,2","970,9","1,8",3.0
52018,16.7,santiago,"114,6","971,9",2,3.0
62018,11.9,santiago,"151,4","973,1","2,1",3.0
72018,,santiago,,,,3.0
82018,13.2,santiago,,,,3.0
92018,18.0,santiago,"213,6","968,6",2,3.0
102018,18.6,santiago,"146,4","968,3","1,2",3.0
112018,22.0,santiago,"332,6",967,,3.0
122018,22.9,santiago,"205,6","967,3",,3.0
12019,24.3,santiago,482,"967,3","2,3",3.0
22019,23.0,santiago,"88,8","967,5","1,8",3.0
32019,21.0,santiago,203,"969,8","1,8",3.0
42019,20.2,santiago,"161,8","969,2",,3.0
52019,17.1,santiago,"219,2","970,4",,3.0
62019,17.5,santiago,"39,6","971,8","2,7",3.0
72019,12.7,santiago,"155,4","973,1","2,1",3.0
82019,14.1,santiago,"62,4","974,5","2,3",3.0
92019,16.6,santiago,"90,8","970,5","2,1",3.0
102019,19.8,santiago,373,"968,3","2,4",3.0
112019,22.2,santiago,"181,2","966,5",2,3.0
122019,23.7,santiago,"91,8","966,5","1,9",3.0
12020,24.1,santiago,"155,2","965,9",2,3.0
22020,23.3,santiago,"80,6","968,1",2,3.0
32020,24.7,santiago,"19,2","969,1","1,7",3.0
42020,19.1,santiago,"90,8","971,7","1,9",3.0
52020,14.8,santiago,,972,,3.0
62020,15.3,santiago,"159,6","970,1",,3.0
72020,,santiago,,,,3.0
82020,16.8,santiago,,"972,6","2,4",3.0
92020,15.3,santiago,,"971,2","2,1",3.0
102020,,santiago,,,,3.0
112020,,santiago,,,,3.0
122020,,santiago,,,,3.0
12021,23.2,santiago,"172,4","965,9","2,1",3.0
22021,22.5,santiago,"128,6","967,2","1,6",3.0
32021,21.7,santiago,85,968,"1,6",3.0
42021,19.8,santiago,"118,8","971,2","1,8",3.0
52021,14.5,santiago,"198,2","971,8",,3.0
62021,12.6,santiago,241,973,,3.0
72021,13.5,santiago,"26,4","974,5",,3.0
82021,15.8,santiago,"91,4","972,2",,3.0
92021,17.0,santiago,150,"969,2",,3.0
102021,19.0,santiago,"88,8","969,3","1,8",3.0
112021,21.6,santiago,,,,3.0
122021,24.6,santiago,,"965,5","1,9",3.0
12022,27.0,santiago,66,"965,3","2,4",3.0
22022,25.4,santiago,,"966,3",2,3.0
32022,21.2,santiago,,"968,2","2,2",3.0
42022,18.2,santiago,,"969,8","1,8",3.0
52022,,santiago,,,,3.0
62022,,santiago,,,,3.0
72022,,santiago,,,,3.0
82022,14.1,santiago,,"973,5",2,3.0
92022,14.6,santiago,56,"971,6","1,9",3.0
102022,17.6,santiago,,"968,3",2,3.0
112022,20.8,santiago,"55,6","970,3","1,9",3.0
122022,24.3,santiago,,"965,7","1,8",3.0
12023,26.1,santiago,"35,6","966,1","1,8",3.0
22023,24.2,santiago,"77,6","966,9","1,8",3.0
32023,24.5,santiago,"149,4","967,9","1,8",3.0
42023,18.9,santiago,,"969,8","1,7",3.0
52023,18.0,santiago,,,,3.0
62023,15.5,santiago,,"973,6","2,1",3.0
72023,15.6,santiago,,,,3.0
82023,16.6,santiago,"38,6",970,"2,1",3.0
92023,17.6,santiago,"482,2","967,2","2,4",3.0
102023,18.1,santiago,"301,6","967,1","1,7",3.0
112023,21.3,santiago,277,"965,2",2,3.0
122023,23.3,santiago,"273,2","966,5","2,1",3.0
12024,23.4,santiago,"129,8","967,2","1,7",3.0
22024,25.0,santiago,"196,4","967,8","1,8",3.0
32024,23.0,santiago,250,"968,3","1,7",3.0
42024,20.6,santiago,"402,8",968,"1,9",3.0
52024,14.2,santiago,306,"970,5",2,3.0
62024,17.0,santiago,"185,8","970,1","2,6",3.0
72024,13.2,santiago,"25,4","975,4","1,7",3.0
82024,14.9,santiago,"176,4",972,"2,2",3.0
92024,18.4,santiago,"128,4","968,4",2,3.0
102024,20.1,santiago,"168,6","968,4","1,5",3.0
112024,22.5,santiago,"97,6","966,7","1,9",3.0
122024,22.1,santiago,"54,8","966,1","1,9",3.0
12016,26.0,sao gabriel,"100,2","998,1","2,4",3.0
22016,25.7,sao gabriel,"85,4","998,5","1,2",3.0
32016,21.8,sao gabriel,77,1002,"1,6",3.0
42016,21.1,sao gabriel,243,"1000,7","1,7",3.0
52016,14.2,sao gabriel,77,"1006,6","1,2",3.0
62016,11.8,sao gabriel,,"1008,8","1,1",3.0
72016,,sao gabriel,,,,3.0
82016,,sao gabriel,,,,3.0
92016,,sao gabriel,,,,3.0
102016,19.9,sao gabriel,,"1000,3","2,8",3.0
112016,22.1,sao gabriel,"101,4","1000,3","2,6",3.0
122016,24.5,sao gabriel,154,"997,6","2,5",3.0
12017,24.8,sao gabriel,"229,8","998,5","2,5",3.0
22017,24.8,sao gabriel,248,"997,9","1,9",3.0
32017,22.6,sao gabriel,"221,8","1001,2","2,6",3.0
42017,19.2,sao gabriel,"100,4","1002,5","2,6",3.0
52017,17.2,sao gabriel,238,"1002,9","2,4",3.0
62017,15.4,sao gabriel,"106,6","1004,5","2,3",3.0
72017,15.9,sao gabriel,"26,2","1008,7","2,3",3.0
82017,16.8,sao gabriel,"210,2","1003,5","2,8",3.0
92017,20.0,sao gabriel,"146,4","1003,7","2,8",3.0
102017,19.3,sao gabriel,"278,8","999,4","2,8",3.0
112017,21.0,sao gabriel,67,999,"2,4",3.0
122017,25.0,sao gabriel,131,"997,4","2,4",3.0
12018,24.9,sao gabriel,"173,2","997,8","2,5",3.0
22018,24.0,sao gabriel,47,"999,5","2,2",3.0
32018,22.3,sao gabriel,,"998,9",2,3.0
42018,22.6,sao gabriel,,1003,2,3.0
52018,16.9,sao gabriel,,"1004,6","2,2",3.0
62018,11.3,sao gabriel,"117,4","1006,1","1,8",3.0
72018,12.9,sao gabriel,79,"1005,8","2,5",3.0
82018,12.8,sao gabriel,"149,6","1006,5","2,6",3.0
92018,18.8,sao gabriel,"265,4","1001,5","2,9",3.0
102018,19.6,sao gabriel,"107,8","1001,3","2,8",3.0
112018,22.9,sao gabriel,"237,8","999,2","2,9",3.0
122018,23.5,sao gabriel,232,"999,1","2,4",3.0
12019,25.3,sao gabriel,"448,4","998,9","2,5",3.0
22019,24.1,sao gabriel,75,"999,5","2,3",3.0
32019,22.0,sao gabriel,"96,2",1002,"2,1",3.0
42019,20.7,sao gabriel,"143,2","1001,4","1,8",3.0
52019,17.8,sao gabriel,"157,2","1002,8",2,3.0
62019,17.1,sao gabriel,"47,4","1004,2",2,3.0
72019,12.5,sao gabriel,"237,2","1006,2","1,9",3.0
82019,14.0,sao gabriel,"93,6","1007,8","2,3",3.0
92019,16.1,sao gabriel,110,"1003,7","2,4",3.0
102019,19.9,sao gabriel,"392,8","1000,9","2,8",3.0
112019,22.6,sao gabriel,"104,4",999,"2,7",3.0
122019,24.8,sao gabriel,"26,8","998,1","2,3",3.0
12020,25.2,sao gabriel,86,"997,8","2,6",3.0
22020,24.4,sao gabriel,48,"1000,1","2,5",3.0
32020,25.2,sao gabriel,"36,6","1001,1","2,3",3.0
42020,19.7,sao gabriel,"13,6","1003,9","2,3",3.0
52020,15.3,sao gabriel,"195,6","1003,8","1,8",3.0
62020,14.9,sao gabriel,"116,2","1002,6","2,3",3.0
72020,12.3,sao gabriel,82,"1004,6","2,2",3.0
82020,15.2,sao gabriel,"56,8","1005,1","2,4",3.0
92020,16.2,sao gabriel,"109,2","1003,1","2,6",3.0
102020,19.4,sao gabriel,"68,8","1001,1","2,9",3.0
112020,22.1,sao gabriel,"74,8","1001,2","2,8",3.0
122020,23.8,sao gabriel,"94,2","998,3","2,5",3.0
12021,24.5,sao gabriel,"282,8","997,8","2,5",3.0
22021,23.1,sao gabriel,89,"998,9","1,9",3.0
32021,22.6,sao gabriel,119,"999,9","1,9",3.0
42021,20.4,sao gabriel,"46,2","1003,8","2,5",3.0
52021,13.9,sao gabriel,"135,2","1004,5","1,7",3.0
62021,12.6,sao gabriel,"159,8","1006,1",2,3.0
72021,12.0,sao gabriel,"60,4","1007,3","1,7",3.0
82021,15.2,sao gabriel,"65,6","1005,4","2,4",3.0
92021,16.8,sao gabriel,,"1002,3","2,8",3.0
102021,19.2,sao gabriel,81,"1002,1","2,4",3.0
112021,22.0,sao gabriel,"63,2","999,1","2,6",3.0
122021,24.5,sao gabriel,"33,6","998,6","2,8",3.0
12022,27.4,sao gabriel,"59,8",997,"2,7",3.0
22022,25.0,sao gabriel,82,"998,1","2,2",3.0
32022,21.5,sao gabriel,137,"1000,1","2,3",3.0
42022,18.7,sao gabriel,330,"1001,9","2,1",3.0
52022,14.2,sao gabriel,82,"1004,7","1,7",3.0
62022,11.6,sao gabriel,111,"1005,3","1,7",3.0
72022,15.3,sao gabriel,"181,8",1002,"2,4",3.0
82022,13.3,sao gabriel,,"1005,5","2,3",3.0
92022,,sao gabriel,,,,3.0
102022,,sao gabriel,,,,3.0
112022,23.7,sao gabriel,,,,3.0
122022,25.0,sao gabriel,"83,2","997,6","2,4",3.0
12023,26.6,sao gabriel,"57,4","997,8","2,3",3.0
22023,25.6,sao gabriel,,"998,2","2,2",3.0
32023,25.2,sao gabriel,"72,6","999,9","1,8",3.0
42023,20.3,sao gabriel,,"1002,3","1,8",3.0
52023,,sao gabriel,,,,3.0
62023,,sao gabriel,,,,3.0
72023,,sao gabriel,,,,3.0
82023,15.4,sao gabriel,"78,6","1002,9","1,7",3.0
92023,17.6,sao gabriel,"546,4",1000,"2,5",3.0
102023,18.7,sao gabriel,"154,6","999,9","2,1",3.0
112023,21.7,sao gabriel,"192,2","997,6","2,5",3.0
122023,23.9,sao gabriel,"159,8",,"2,3",3.0
12024,24.3,sao gabriel,"117,6",,"2,3",3.0
22024,25.9,sao gabriel,"118,2",,"2,2",3.0
32024,23.3,sao gabriel,151,,"1,6",3.0
42024,20.8,sao gabriel,"427,4",,"2,2",3.0
52024,14.2,sao gabriel,"213,4",1004,"1,6",3.0
62024,16.4,sao gabriel,"207,4","1002,4","2,2",3.0
72024,12.3,sao gabriel,"26,6","1009,2","1,3",3.0
82024,14.5,sao gabriel,"201,2",,2,3.0
92024,18.1,sao gabriel,"148,6",,"2,3",3.0
102024,20.3,sao gabriel,185,,"2,6",3.0
112024,23.0,sao gabriel,"77,4",,"2,2",3.0
122024,22.6,sao gabriel,"60,6",,"2,4",3.0
12016,25.7,quarai,"118,4",997,"2,7",3.0
22016,25.4,quarai,"95,6","997,2","2,5",3.0
32016,20.6,quarai,157,"1001,5","2,7",3.0
42016,19.9,quarai,"425,8","999,5","3,2",3.0
52016,12.9,quarai,"100,2","1005,9","2,4",3.0
62016,9.8,quarai,"114,4","1008,1","1,9",3.0
72016,12.2,quarai,"74,2","1003,8","2,9",3.0
82016,14.8,quarai,"94,6",1003,"2,7",3.0
92016,14.4,quarai,"15,6","1004,8","3,2",3.0
102016,18.4,quarai,"165,4","999,8",3,3.0
112016,20.9,quarai,"106,4","999,5","2,6",3.0
122016,24.0,quarai,"151,4","996,3","2,5",3.0
12017,24.6,quarai,"116,2","997,2","1,3",3.0
22017,24.3,quarai,"192,2","996,7","1,7",3.0
32017,21.8,quarai,"111,8",1000,"1,8",3.0
42017,18.3,quarai,324,"1001,4","2,3",3.0
52017,16.3,quarai,"193,8","1001,5","1,8",3.0
62017,14.6,quarai,"83,4","1003,1","2,2",3.0
72017,15.7,quarai,"71,4","1006,7","1,9",3.0
82017,15.7,quarai,"180,8","1001,9","3,2",3.0
92017,,quarai,,,,3.0
102017,18.6,quarai,"131,4","998,3","3,9",3.0
112017,20.3,quarai,68,"998,1","3,1",3.0
122017,25.1,quarai,"64,6","996,3","3,2",3.0
12018,25.0,quarai,98,"996,6","3,1",3.0
22018,24.4,quarai,72,"998,4","2,9",3.0
32018,22.1,quarai,"150,2",998,"2,8",3.0
42018,22.6,quarai,"81,8","1001,6","2,9",3.0
52018,16.4,quarai,"266,2","1003,2",3,3.0
62018,10.9,quarai,"47,2","1005,3","2,6",3.0
72018,12.0,quarai,"83,6","1004,9","3,4",3.0
82018,12.1,quarai,"103,8","1005,6","3,5",3.0
92018,18.4,quarai,"194,6","1000,1","3,7",3.0
102018,,quarai,,,,3.0
112018,,quarai,,,,3.0
122018,23.2,quarai,174,998,3,3.0
12019,24.5,quarai,572,"997,6","3,3",3.0
22019,23.5,quarai,"138,6","998,6","2,5",3.0
32019,21.2,quarai,"52,4","1001,1","2,5",3.0
42019,19.4,quarai,"241,6","1000,7","2,3",3.0
52019,16.9,quarai,"146,4","1001,8","2,5",3.0
62019,16.7,quarai,"22,2","1002,5","2,9",3.0
72019,12.1,quarai,"118,6","1004,9","2,7",3.0
82019,13.4,quarai,51,"1006,6","3,3",3.0
92019,15.5,quarai,"18,4","1002,3","2,9",3.0
102019,19.6,quarai,"292,8","999,6","3,7",3.0
112019,22.1,quarai,"222,8","997,8",3,3.0
122019,23.0,quarai,"100,6","997,4",2,3.0
12020,24.9,quarai,"79,4","997,1","2,7",3.0
22020,24.2,quarai,64,999,"2,6",3.0
32020,24.5,quarai,"67,2","999,8","2,2",3.0
42020,18.5,quarai,"43,8","1003,3","2,4",3.0
52020,14.9,quarai,251,"1002,9","2,4",3.0
62020,14.3,quarai,"160,6","1001,1","2,9",3.0
72020,12.1,quarai,"16,2","1003,5","2,8",3.0
82020,15.9,quarai,"19,8","1003,5","2,7",3.0
92020,15.6,quarai,"116,6",1002,"2,8",3.0
102020,19.1,quarai,"78,8","1000,1","3,4",3.0
112020,21.6,quarai,"53,4","1000,1","2,8",3.0
122020,23.3,quarai,"100,4","997,4","0,9",3.0
12021,24.3,quarai,"120,4","996,5","0,9",3.0
22021,22.8,quarai,"92,6","998,1","0,3",3.0
32021,22.4,quarai,,"998,9","0,3",3.0
42021,19.9,quarai,"46,8","1002,5","0,6",3.0
52021,13.3,quarai,"125,6","1003,7","0,6",3.0
62021,11.6,quarai,"138,2","1005,3",1,3.0
72021,12.1,quarai,27,"1006,3",1,3.0
82021,14.7,quarai,"56,6","1004,1","1,7",3.0
