Data,TemperaturaMedia C,Cidade,"PRECIPITACAO TOTAL, MENSAL (AUT)(mm)","PRESSAO ATMOSFERICA, MEDIA MENSAL (AUT)(mB)","VENTO, VELOCIDADE MEDIA MENSAL (AUT)(m/s)",Estado
72017,,general carneiro,,,,1.0
82017,13.4,general carneiro,"136,8","905,2","0,8",1.0
92017,17.1,general carneiro,"50,8",906,"0,7",1.0
102017,16.2,general carneiro,372,"901,8",1,1.0
112017,17.2,general carneiro,"157,2","900,5","0,8",1.0
122017,20.1,general carneiro,224,"900,3","0,7",1.0
12018,20.2,general carneiro,"204,2","901,3","0,8",1.0
22018,18.8,general carneiro,113,"901,9","0,6",1.0
32018,20.0,general carneiro,"221,6","901,4","0,4",1.0
42018,17.4,general carneiro,31,"905,6","0,4",1.0
52018,13.6,general carneiro,"61,2","905,9","0,5",1.0
62018,11.7,general carneiro,147,"905,8","0,4",1.0
72018,12.3,general carneiro,"12,2","905,8","0,5",1.0
82018,10.9,general carneiro,"111,6","906,1","0,6",1.0
92018,14.9,general carneiro,"165,2","902,9",1,1.0
102018,16.7,general carneiro,"322,6","902,2","1,1",1.0
112018,18.8,general carneiro,"82,2",902,"1,2",1.0
122018,20.0,general carneiro,129,"901,9","1,1",1.0
12019,22.0,general carneiro,260,"903,4",1,1.0
22019,19.6,general carneiro,"199,6","901,8",1,1.0
32019,19.2,general carneiro,"132,6","903,8","0,9",1.0
42019,17.8,general carneiro,"180,2","903,1","0,6",1.0
52019,15.9,general carneiro,"199,2","903,7","0,7",1.0
62019,13.4,general carneiro,"37,6","906,8","0,6",1.0
72019,,general carneiro,,,,1.0
82019,,general carneiro,,,,1.0
92019,,general carneiro,,,,1.0
102019,,general carneiro,,,,1.0
112019,,general carneiro,,,,1.0
122019,19.4,general carneiro,"100,4","901,3","0,9",1.0
12020,20.5,general carneiro,"83,8","900,7",1,1.0
22020,19.8,general carneiro,"87,4","902,5","1,1",1.0
32020,18.4,general carneiro,"84,4",904,"0,8",1.0
42020,14.1,general carneiro,"55,6",905,"0,8",1.0
52020,11.0,general carneiro,"121,4","904,9","0,8",1.0
62020,13.1,general carneiro,"150,4","904,7","0,7",1.0
72020,11.2,general carneiro,"98,6",905,"0,7",1.0
82020,12.1,general carneiro,"109,6",906,"0,7",1.0
92020,16.7,general carneiro,"46,4","904,1",1,1.0
102020,17.8,general carneiro,,"902,3","1,1",1.0
112020,17.6,general carneiro,,"902,5","0,8",1.0
122020,19.8,general carneiro,,901,"0,9",1.0
12021,20.3,general carneiro,"125,8","901,3","0,8",1.0
22021,19.0,general carneiro,"35,8","901,1","0,9",1.0
32021,19.5,general carneiro,,"901,9","0,8",1.0
42021,15.1,general carneiro,,"904,9","0,7",1.0
52021,12.2,general carneiro,"56,6","904,6","0,7",1.0
62021,11.4,general carneiro,"22,8","905,6","0,6",1.0
72021,8.0,general carneiro,"64,4","907,5","0,7",1.0
82021,13.6,general carneiro,"36,2","906,5","0,8",1.0
92021,16.2,general carneiro,140,"903,6","0,9",1.0
102021,15.8,general carneiro,"286,8","902,7","0,7",1.0
112021,18.7,general carneiro,"94,2","900,9",1,1.0
122021,20.1,general carneiro,"33,8","900,3","1,1",1.0
12022,20.7,general carneiro,"269,2",901,"0,9",1.0
22022,20.3,general carneiro,"166,4","901,5","0,8",1.0
32022,19.3,general carneiro,"220,6","902,2","0,8",1.0
42022,15.7,general carneiro,"164,8","903,6","0,6",1.0
52022,11.9,general carneiro,"117,6","904,3","0,8",1.0
62022,10.8,general carneiro,,,,1.0
72022,12.9,general carneiro,,"905,3","0,6",1.0
82022,,general carneiro,,,,1.0
92022,,general carneiro,,,,1.0
102022,,general carneiro,,,,1.0
112022,16.0,general carneiro,75,"902,9",1,1.0
122022,19.5,general carneiro,"195,6","900,2","0,8",1.0
12023,19.9,general carneiro,"162,4","901,3","0,8",1.0
22023,19.3,general carneiro,"184,8","901,6","0,7",1.0
32023,19.8,general carneiro,82,"903,3","0,6",1.0
42023,15.5,general carneiro,"183,8","903,2","0,5",1.0
52023,13.2,general carneiro,"68,6","905,7","0,3",1.0
62023,11.4,general carneiro,"124,2","906,5","0,5",1.0
72023,12.4,general carneiro,,"905,8","0,5",1.0
82023,13.2,general carneiro,,"903,9","0,7",1.0
92023,16.9,general carneiro,,"902,7","0,8",1.0
102023,,general carneiro,,,,1.0
112023,19.4,general carneiro,,"901,1",1,1.0
122023,21.0,general carneiro,"113,6","901,7",1,1.0
12024,20.2,general carneiro,"164,4","901,7",1,1.0
22024,21.3,general carneiro,,"903,1","0,8",1.0
32024,20.2,general carneiro,"66,4","903,2","0,8",1.0
42024,18.3,general carneiro,,"903,6","0,7",1.0
52024,15.9,general carneiro,,"903,4","0,9",1.0
62024,13.0,general carneiro,,"905,3","0,7",1.0
72024,11.2,general carneiro,,,,1.0
82024,12.8,general carneiro,"5,4","906,2","0,8",1.0
92024,17.2,general carneiro,,"903,5","0,9",1.0
102024,17.9,general carneiro,"123,6",903,"1,1",1.0
112024,19.1,general carneiro,"309,4","901,3",1,1.0
122024,19.1,general carneiro,"179,4","900,2",1,1.0
12016,21.6,sao mateus do sul,"160,2","925,5","0,4",1.0
22016,22.2,sao mateus do sul,"238,4","926,6","0,4",1.0
32016,20.0,sao mateus do sul,"113,8",928,"0,4",1.0
42016,19.5,sao mateus do sul,77,"928,1","0,3",1.0
52016,13.6,sao mateus do sul,,"930,7","0,1",1.0
62016,9.5,sao mateus do sul,,"932,9","0,2",1.0
72016,12.0,sao mateus do sul,83,"930,6","0,3",1.0
82016,13.2,sao mateus do sul,"133,2","929,6","0,3",1.0
92016,14.2,sao mateus do sul,44,"929,8","0,4",1.0
102016,17.3,sao mateus do sul,137,"927,3","0,4",1.0
112016,18.8,sao mateus do sul,"204,8","926,3","0,5",1.0
122016,20.4,sao mateus do sul,"117,8","925,4","0,4",1.0
12017,21.6,sao mateus do sul,"301,8","926,1","0,3",1.0
22017,22.1,sao mateus do sul,"120,8","926,3","0,3",1.0
32017,20.1,sao mateus do sul,"65,6","927,9","0,3",1.0
42017,16.7,sao mateus do sul,"78,4",929,"0,5",1.0
52017,16.2,sao mateus do sul,"157,2","929,1","0,5",1.0
62017,13.3,sao mateus do sul,"84,2","930,9","0,5",1.0
72017,11.0,sao mateus do sul,"6,4","935,4","0,5",1.0
82017,14.6,sao mateus do sul,"123,4","930,2","0,8",1.0
92017,18.2,sao mateus do sul,"45,6","930,7","0,7",1.0
102017,17.6,sao mateus do sul,193,"926,5","0,9",1.0
112017,18.7,sao mateus do sul,"159,8",925,"0,9",1.0
122017,21.0,sao mateus do sul,"101,8","924,7","0,8",1.0
12018,21.1,sao mateus do sul,"210,2","925,7","0,8",1.0
22018,,sao mateus do sul,,,,1.0
32018,,sao mateus do sul,,,,1.0
42018,17.5,sao mateus do sul,,,,1.0
52018,15.0,sao mateus do sul,26,"930,7","0,6",1.0
62018,13.0,sao mateus do sul,"147,6","930,9","0,5",1.0
72018,13.9,sao mateus do sul,"11,6","930,7","0,6",1.0
82018,13.0,sao mateus do sul,"61,2","931,2","0,7",1.0
92018,16.2,sao mateus do sul,"133,4","927,7","0,7",1.0
102018,17.4,sao mateus do sul,"311,2","926,9","0,7",1.0
112018,19.8,sao mateus do sul,"74,8","926,6","0,9",1.0
122018,22.2,sao mateus do sul,40,"926,1","0,9",1.0
12019,22.9,sao mateus do sul,"149,6","927,6","0,7",1.0
22019,20.5,sao mateus do sul,205,"926,2","0,7",1.0
32019,20.3,sao mateus do sul,160,"928,2","0,5",1.0
42019,18.7,sao mateus do sul,"177,2","927,5","0,4",1.0
52019,16.6,sao mateus do sul,"181,6","928,4","0,5",1.0
62019,14.3,sao mateus do sul,"22,8","931,7","0,4",1.0
72019,12.2,sao mateus do sul,62,"931,2","0,4",1.0
82019,13.0,sao mateus do sul,"22,8","932,9","0,6",1.0
92019,16.8,sao mateus do sul,112,929,"0,8",1.0
102019,19.7,sao mateus do sul,"91,2","927,5","0,8",1.0
112019,19.8,sao mateus do sul,79,"925,9","0,7",1.0
122019,20.6,sao mateus do sul,"67,6","925,7","0,6",1.0
12020,21.3,sao mateus do sul,"62,2",925,"0,6",1.0
22020,20.6,sao mateus do sul,54,"926,9","0,6",1.0
32020,19.5,sao mateus do sul,"21,2","928,4","0,6",1.0
42020,15.7,sao mateus do sul,"18,6","929,5","0,6",1.0
52020,12.4,sao mateus do sul,"30,4","929,7","0,6",1.0
62020,14.5,sao mateus do sul,62,"929,8","0,6",1.0
72020,12.6,sao mateus do sul,"35,2","930,1","0,5",1.0
82020,13.1,sao mateus do sul,"51,8","931,2","0,6",1.0
92020,18.0,sao mateus do sul,"17,2","928,9","0,7",1.0
102020,19.1,sao mateus do sul,"32,8","926,8","0,7",1.0
112020,19.0,sao mateus do sul,"59,8","927,1","0,7",1.0
122020,20.8,sao mateus do sul,"69,2","925,4","0,6",1.0
12021,21.1,sao mateus do sul,"110,2","925,8","0,6",1.0
22021,20.2,sao mateus do sul,32,"925,3","0,6",1.0
32021,20.8,sao mateus do sul,"62,4","926,2","0,6",1.0
42021,16.5,sao mateus do sul,"3,8","929,5","0,4",1.0
52021,13.6,sao mateus do sul,"39,6","929,4","0,5",1.0
62021,,sao mateus do sul,,,,1.0
72021,,sao mateus do sul,,,,1.0
82021,,sao mateus do sul,,,,1.0
92021,,sao mateus do sul,,,,1.0
102021,,sao mateus do sul,,,,1.0
112021,,sao mateus do sul,,,,1.0
122021,21.1,sao mateus do sul,,"924,9","0,7",1.0
12022,21.6,sao mateus do sul,,"925,3","0,6",1.0
22022,21.6,sao mateus do sul,"1,6","925,9","0,6",1.0
32022,20.8,sao mateus do sul,"4,4","926,6","0,5",1.0
42022,16.8,sao mateus do sul,"4,8","928,3","0,4",1.0
52022,13.3,sao mateus do sul,"0,8","929,2","0,5",1.0
62022,,sao mateus do sul,,,,1.0
72022,,sao mateus do sul,,,,1.0
82022,,sao mateus do sul,,,,1.0
92022,13.9,sao mateus do sul,"191,4","929,4","0,6",1.0
102022,17.3,sao mateus do sul,164,"926,8","0,6",1.0
112022,17.1,sao mateus do sul,"86,2","927,6","0,7",1.0
122022,20.6,sao mateus do sul,"132,6","924,5","0,6",1.0
12023,20.7,sao mateus do sul,"166,8","925,6","0,6",1.0
22023,20.6,sao mateus do sul,110,"925,9","0,6",1.0
32023,20.9,sao mateus do sul,94,"927,6","0,5",1.0
42023,16.9,sao mateus do sul,"20,6","927,8","0,4",1.0
52023,14.2,sao mateus do sul,,"930,5","0,3",1.0
62023,12.3,sao mateus do sul,,"931,5","0,4",1.0
72023,13.3,sao mateus do sul,,"931,3","0,4",1.0
82023,13.9,sao mateus do sul,,"929,2","0,4",1.0
92023,18.3,sao mateus do sul,,"927,4","0,7",1.0
102023,18.2,sao mateus do sul,"497,2","925,6","0,6",1.0
112023,20.2,sao mateus do sul,"141,8","925,2","0,6",1.0
122023,22.3,sao mateus do sul,133,"925,9","0,5",1.0
12024,21.5,sao mateus do sul,"118,4",926,"0,5",1.0
22024,22.1,sao mateus do sul,"189,4","927,4","0,4",1.0
32024,21.2,sao mateus do sul,"164,4","927,4","0,4",1.0
42024,19.7,sao mateus do sul,"216,4","927,9","0,4",1.0
52024,17.1,sao mateus do sul,"125,6","928,4","0,6",1.0
62024,14.7,sao mateus do sul,39,"929,9","0,4",1.0
72024,12.4,sao mateus do sul,"170,2","932,8","0,3",1.0
82024,13.4,sao mateus do sul,"22,2",931,"0,5",1.0
92024,18.1,sao mateus do sul,156,"928,2","0,5",1.0
102024,18.8,sao mateus do sul,"142,4","927,5","0,5",1.0
112024,20.5,sao mateus do sul,"143,4","925,8","0,4",1.0
122024,20.4,sao mateus do sul,"276,6","924,7","0,5",1.0
12016,24.5,morretes,0,"1005,5",1,1.0
22016,25.5,morretes,"0,2","1005,8","0,8",1.0
32016,23.9,morretes,"51,4",1008,"0,7",1.0
42016,24.5,morretes,"52,8","1007,6","0,8",1.0
52016,18.3,morretes,"166,4",1012,"0,7",1.0
62016,14.6,morretes,173,"1015,2","0,7",1.0
72016,16.2,morretes,"91,4","1012,7","0,8",1.0
82016,17.1,morretes,"162,2","1011,6","0,9",1.0
92016,18.9,morretes,"101,4","1011,7","1,3",1.0
102016,20.0,morretes,"189,8",1009,"1,2",1.0
112016,21.3,morretes,"142,6","1007,5","1,1",1.0
122016,23.5,morretes,"178,4","1005,3","0,9",1.0
12017,24.9,morretes,"469,8","1005,4","0,8",1.0
22017,25.5,morretes,"187,2","1005,7","0,9",1.0
32017,23.0,morretes,277,1008,"0,7",1.0
42017,21.3,morretes,"141,6","1009,9","0,7",1.0
52017,20.2,morretes,"171,6","1010,4","0,7",1.0
62017,18.2,morretes,"128,6","1012,5","0,7",1.0
72017,17.2,morretes,"30,6",1018,"0,6",1.0
82017,18.4,morretes,80,"1012,4","0,9",1.0
92017,21.2,morretes,"78,8","1012,4","0,8",1.0
102017,21.2,morretes,213,"1007,2",1,1.0
112017,21.5,morretes,"105,6","1006,1","0,9",1.0
122017,23.5,morretes,"302,6",1005,"0,8",1.0
12018,24.2,morretes,"329,2","1005,2","0,7",1.0
22018,23.6,morretes,"140,4","1006,4","0,7",1.0
32018,24.2,morretes,"382,6","1005,4","0,6",1.0
42018,23.0,morretes,93,"1010,4","0,7",1.0
52018,20.4,morretes,"47,2","1011,8","0,6",1.0
62018,17.5,morretes,,1012,"0,5",1.0
72018,17.8,morretes,,"1012,6","0,8",1.0
82018,16.9,morretes,,,,1.0
92018,,morretes,,,,1.0
102018,,morretes,,,,1.0
112018,,morretes,,,,1.0
122018,24.8,morretes,"150,8","1006,5",1,1.0
12019,26.5,morretes,"280,4","1006,5","0,8",1.0
22019,24.1,morretes,273,"1005,7","0,6",1.0
32019,23.6,morretes,"125,8","1008,3","0,5",1.0
42019,23.0,morretes,"105,6","1007,5","0,4",1.0
52019,21.0,morretes,"202,6","1008,9","0,3",1.0
62019,19.3,morretes,"146,8","1012,8","0,2",1.0
72019,17.1,morretes,"30,4","1013,1","0,3",1.0
82019,17.2,morretes,74,"1015,5","0,4",1.0
92019,18.3,morretes,162,"1011,5","0,4",1.0
102019,21.9,morretes,"122,6","1008,6","0,5",1.0
112019,22.2,morretes,175,1007,"0,3",1.0
122019,23.6,morretes,"43,4",1006,"0,4",1.0
12020,24.5,morretes,"156,4","1004,5","0,2",1.0
22020,23.6,morretes,"353,4",1007,"0,2",1.0
32020,23.6,morretes,83,"1008,8","0,1",1.0
42020,21.6,morretes,"27,2","1010,2","0,1",1.0
52020,19.1,morretes,"13,4","1010,5","0,1",1.0
62020,18.9,morretes,"121,2","1011,1","0,1",1.0
72020,17.4,morretes,"73,4","1011,9","0,3",1.0
82020,17.6,morretes,"110,6","1013,5","0,3",1.0
92020,19.8,morretes,"51,4","1010,8","0,4",1.0
102020,21.4,morretes,"105,6","1008,1","0,2",1.0
112020,21.9,morretes,"100,4","1008,1","0,3",1.0
122020,,morretes,,,,1.0
12021,,morretes,,,,1.0
22021,24.1,morretes,,"1004,8","0,2",1.0
32021,24.3,morretes,"210,8","1005,9","0,1",1.0
42021,21.1,morretes,"126,6","1010,3",0,1.0
52021,18.9,morretes,"91,4","1010,6","0,1",1.0
62021,17.4,morretes,"120,2","1012,6",0,1.0
72021,15.7,morretes,"30,4","1014,8","0,1",1.0
82021,17.6,morretes,136,"1013,8","0,1",1.0
92021,19.8,morretes,101,"1010,3","0,1",1.0
102021,19.9,morretes,,,,1.0
112021,22.2,morretes,,"1006,4",,1.0
122021,22.6,morretes,,"1005,5",,1.0
12022,25.2,morretes,,"1004,8",,1.0
22022,25.1,morretes,,"1005,6","0,2",1.0
32022,24.8,morretes,,"1006,2","0,1",1.0
42022,21.2,morretes,,1009,0,1.0
52022,19.4,morretes,,,,1.0
62022,,morretes,,,,1.0
72022,,morretes,,,,1.0
82022,16.5,morretes,,,,1.0
92022,17.1,morretes,"232,2","1011,8","1,1",1.0
102022,20.3,morretes,198,"1008,1","1,1",1.0
112022,20.5,morretes,"326,6","1008,9","1,4",1.0
122022,23.1,morretes,"366,8","1004,9","0,9",1.0
12023,24.3,morretes,"354,8","1005,3","0,9",1.0
22023,24.7,morretes,"324,2","1005,2",1,1.0
32023,24.3,morretes,"311,2","1007,4","0,7",1.0
42023,21.4,morretes,187,"1008,5","0,6",1.0
52023,20.3,morretes,"56,2","1011,6","0,4",1.0
62023,18.7,morretes,"102,6","1012,6","0,4",1.0
72023,17.6,morretes,"96,6","1013,4","0,5",1.0
82023,18.8,morretes,"163,6","1010,6","0,8",1.0
92023,21.2,morretes,"119,8","1008,4","0,8",1.0
102023,19.8,morretes,"546,6","1007,3","0,4",1.0
112023,22.7,morretes,246,"1005,7","0,6",1.0
122023,25.0,morretes,"99,6","1005,9","0,5",1.0
12024,24.4,morretes,297,"1005,6","0,4",1.0
22024,25.5,morretes,"305,6",1007,"0,4",1.0
32024,25.0,morretes,"141,6","1007,2","0,2",1.0
42024,23.4,morretes,"299,8","1008,1",0,1.0
52024,21.0,morretes,"137,2","1009,1","0,1",1.0
62024,19.4,morretes,"66,4","1010,8",0,1.0
72024,16.2,morretes,163,"1015,2","0,2",1.0
82024,17.1,morretes,"75,6","1012,9","0,4",1.0
92024,19.9,morretes,134,"1009,7","0,2",1.0
102024,21.4,morretes,"142,8","1008,8",,1.0
112024,22.3,morretes,"285,4","1006,6",,1.0
122024,23.1,morretes,"280,6",1005,,1.0
12016,20.8,ventania,"140,2","892,1",,1.0
22016,21.2,ventania,"310,6","893,9",,1.0
32016,19.9,ventania,"87,6","894,8",,1.0
42016,20.8,ventania,"52,6","895,1",,1.0
52016,14.6,ventania,187,"896,5",,1.0
62016,12.8,ventania,"100,2","897,8",,1.0
72016,14.9,ventania,"63,2","896,8",,1.0
82016,15.6,ventania,"167,8","895,9",,1.0
92016,15.9,ventania,"44,8","895,8",,1.0
102016,17.4,ventania,"96,8","893,6",,1.0
112016,18.9,ventania,75,"892,6",,1.0
122016,20.2,ventania,144,"892,6",,1.0
12017,21.4,ventania,,,,1.0
22017,,ventania,,,,1.0
32017,,ventania,,,,1.0
42017,16.3,ventania,,,,1.0
52017,16.6,ventania,"180,6","895,4",,1.0
62017,14.6,ventania,222,"897,2",,1.0
72017,14.3,ventania,1,"900,9",,1.0
82017,16.1,ventania,"116,6","896,2",,1.0
92017,20.5,ventania,"57,6","897,1",,1.0
102017,18.1,ventania,"333,6","893,2",,1.0
112017,18.4,ventania,"249,6","891,7",,1.0
122017,20.0,ventania,"354,8","891,7",,1.0
12018,19.9,ventania,"192,2","892,8",,1.0
22018,19.3,ventania,"76,6","892,8",,1.0
32018,21.1,ventania,"80,8","892,7",,1.0
42018,19.5,ventania,"5,4","896,4",,1.0
52018,16.7,ventania,"38,8","896,8",,1.0
62018,15.6,ventania,"77,8","897,1",,1.0
72018,16.8,ventania,"18,4","897,2",,1.0
82018,14.2,ventania,"94,6",897,,1.0
92018,17.3,ventania,"92,6","893,9",,1.0
102018,17.9,ventania,"216,4","893,1",,1.0
112018,19.1,ventania,"85,2",893,,1.0
122018,21.6,ventania,102,"893,2",,1.0
12019,22.4,ventania,"170,8","894,9",,1.0
22019,20.5,ventania,260,"892,9",,1.0
32019,20.3,ventania,"148,8","894,8",,1.0
42019,,ventania,,,,1.0
52019,17.3,ventania,"117,4",895,,1.0
62019,16.4,ventania,98,"898,1",,1.0
72019,15.0,ventania,39,"897,3",,1.0
82019,,ventania,,,,1.0
92019,,ventania,,,,1.0
102019,,ventania,,,,1.0
112019,,ventania,,,,1.0
122019,20.2,ventania,179,"892,5",,1.0
12020,20.8,ventania,,,,1.0
22020,,ventania,,,,1.0
32020,,ventania,,,,1.0
42020,,ventania,,,,1.0
52020,,ventania,,,,1.0
62020,,ventania,,,,1.0
72020,,ventania,,,,1.0
82020,,ventania,,,,1.0
92020,,ventania,,,,1.0
102020,,ventania,,,,1.0
112020,,ventania,,,,1.0
122020,,ventania,,,,1.0
12021,,ventania,,,,1.0
22021,,ventania,,,,1.0
32021,,ventania,,,,1.0
42021,,ventania,,,,1.0
52021,,ventania,,,,1.0
62021,,ventania,,,,1.0
72021,,ventania,,,,1.0
82021,,ventania,,,,1.0
92021,,ventania,,,,1.0
102021,,ventania,,,,1.0
112021,,ventania,,,,1.0
122021,,ventania,,,,1.0
12022,,ventania,,,,1.0
22022,,ventania,,,,1.0
32022,,ventania,,,,1.0
42022,,ventania,,,,1.0
52022,14.4,ventania,"118,8","895,3","2,8",1.0
62022,14.1,ventania,"79,2","895,8","2,8",1.0
72022,16.9,ventania,"15,4","896,6","2,5",1.0
82022,14.5,ventania,135,"896,5","3,1",1.0
92022,14.2,ventania,"203,4",895,"3,3",1.0
102022,17.8,ventania,275,"893,4","2,7",1.0
112022,17.2,ventania,"73,2","893,3","3,2",1.0
122022,19.6,ventania,"182,2","891,3","2,4",1.0
12023,20.0,ventania,"134,2","892,4","2,5",1.0
22023,19.8,ventania,270,"893,1","2,4",1.0
32023,20.8,ventania,"182,6","894,5","2,2",1.0
42023,17.9,ventania,"161,2","894,1","2,4",1.0
52023,16.8,ventania,"10,8","896,5","1,9",1.0
62023,15.0,ventania,"101,4","897,6","2,2",1.0
72023,14.7,ventania,"103,4","897,6","2,1",1.0
82023,16.8,ventania,"106,8","895,4","2,5",1.0
92023,19.8,ventania,"91,8","894,4","2,6",1.0
102023,19.0,ventania,"302,2","892,3","2,6",1.0
112023,20.5,ventania,"159,8","892,2","2,5",1.0
122023,22.1,ventania,"107,8","892,9","2,3",1.0
12024,21.0,ventania,"112,4","892,8","2,4",1.0
22024,21.8,ventania,"50,4","894,3","2,1",1.0
32024,22.0,ventania,"48,2","894,2","2,3",1.0
42024,,ventania,,,,1.0
52024,,ventania,,,,1.0
62024,,ventania,,,,1.0
72024,,ventania,,,,1.0
82024,18.4,ventania,,,,1.0
92024,21.1,ventania,"61,6",895,"2,4",1.0
102024,19.5,ventania,"88,2","893,7","2,7",1.0
112024,20.2,ventania,"114,6","892,3","2,3",1.0
122024,19.9,ventania,329,"891,5","2,2",1.0
12016,23.2,japira,"263,2","933,6",2,1.0
22016,23.7,japira,"207,4","935,4","0,9",1.0
32016,22.4,japira,"93,4","936,5",1,1.0
42016,23.5,japira,"47,8","936,7","0,6",1.0
52016,16.8,japira,"245,2","939,2",1,1.0
62016,15.1,japira,"80,4","940,7","0,8",1.0
72016,17.2,japira,"39,8","939,5","0,6",1.0
82016,18.1,japira,"144,6","938,3","0,9",1.0
92016,18.3,japira,"63,8","938,2","1,3",1.0
102016,20.1,japira,"152,4","935,6",2,1.0
112016,21.6,japira,"96,4","934,5","1,9",1.0
122016,23.0,japira,"154,2","934,1","1,1",1.0
12017,23.0,japira,,"934,9","0,5",1.0
22017,24.2,japira,,935,"0,7",1.0
32017,,japira,,,,1.0
42017,19.0,japira,,,,1.0
52017,18.8,japira,"221,4","937,7","2,6",1.0
62017,16.8,japira,"126,6","939,9","2,3",1.0
72017,16.7,japira,0,"943,8","2,9",1.0
82017,18.0,japira,"101,4","938,6","2,9",1.0
92017,22.6,japira,"20,4","938,9","2,8",1.0
102017,20.8,japira,"191,2","935,1","2,9",1.0
112017,21.0,japira,"211,8","933,5",3,1.0
122017,22.7,japira,"232,2","933,3","2,4",1.0
12018,22.6,japira,"174,4","934,5","2,3",1.0
22018,21.9,japira,"107,2","934,6","2,5",1.0
32018,23.6,japira,"148,6","934,2","2,2",1.0
42018,21.6,japira,"10,4","938,3","2,2",1.0
52018,19.1,japira,"28,6","939,1","2,4",1.0
62018,17.9,japira,"38,8","939,7","1,8",1.0
72018,19.3,japira,5,"939,5","2,1",1.0
82018,16.5,japira,"119,6","939,8","2,7",1.0
92018,19.5,japira,"120,2","936,1","2,6",1.0
102018,20.6,japira,"153,2","935,1",3,1.0
112018,21.7,japira,109,"934,7","3,5",1.0
122018,24.3,japira,"78,6","934,8","2,5",1.0
12019,25.1,japira,"209,2","936,3","2,1",1.0
22019,23.1,japira,"152,8","934,4","2,4",1.0
32019,22.8,japira,"79,4","936,5","2,5",1.0
42019,22.1,japira,"46,4",936,2,1.0
52019,19.8,japira,65,"937,1",2,1.0
62019,18.9,japira,84,"940,5","2,1",1.0
72019,17.2,japira,"42,2","939,9","2,4",1.0
82019,18.5,japira,"4,2","941,1",3,1.0
92019,21.1,japira,"80,8","937,3","3,2",1.0
102019,23.5,japira,"25,8","935,5","3,1",1.0
112019,22.6,japira,"250,4","933,9","3,4",1.0
122019,22.5,japira,"189,4","934,2","2,6",1.0
12020,23.2,japira,"174,2","933,4","2,4",1.0
22020,22.4,japira,"134,8","935,1","2,9",1.0
32020,22.4,japira,"26,6","936,4","2,8",1.0
42020,20.5,japira,"33,6","937,8","2,7",1.0
52020,17.9,japira,"80,4","938,6","2,2",1.0
62020,18.5,japira,153,"938,9","2,3",1.0
72020,17.7,japira,"38,6","938,9","2,5",1.0
82020,17.5,japira,"147,2","939,7","2,7",1.0
92020,22.6,japira,"11,6","937,1",3,1.0
102020,22.6,japira,"80,4","934,9","3,1",1.0
112020,22.1,japira,11,"935,1",3,1.0
122020,22.5,japira,"137,2",934,"2,6",1.0
12021,22.7,japira,"311,2","934,3","2,3",1.0
22021,22.8,japira,,"933,5","2,3",1.0
32021,,japira,,,,1.0
42021,,japira,,,,1.0
52021,,japira,,,,1.0
62021,,japira,,,,1.0
72021,,japira,,,,1.0
82021,,japira,,,,1.0
92021,,japira,,,,1.0
102021,,japira,,,,1.0
112021,,japira,,,,1.0
122021,,japira,,,,1.0
12022,,japira,,,,1.0
22022,,japira,,,,1.0
32022,,japira,,,,1.0
42022,,japira,,,,1.0
52022,17.1,japira,"76,8","937,9","2,4",1.0
62022,16.3,japira,"81,6","938,4","1,4",1.0
72022,19.1,japira,"5,2","938,9","0,9",1.0
82022,17.0,japira,"101,8","939,2","1,6",1.0
92022,16.9,japira,"167,8","937,5","2,9",1.0
102022,20.2,japira,"265,8","935,4","1,9",1.0
112022,19.7,japira,"94,6","935,3","2,7",1.0
122022,21.9,japira,"208,8",933,"1,4",1.0
12023,22.2,japira,"145,4",934,"1,1",1.0
22023,21.7,japira,"413,2","934,9","0,7",1.0
32023,23.1,japira,"168,4",936,"1,1",1.0
42023,20.1,japira,"87,6","936,1","2,1",1.0
52023,19.1,japira,"15,6","938,8","1,3",1.0
62023,17.3,japira,"102,6","940,3","1,5",1.0
72023,17.0,japira,"69,6","940,3","1,6",1.0
82023,18.9,japira,64,"937,7","1,9",1.0
92023,22.3,japira,"41,8","936,1","2,6",1.0
102023,21.3,japira,288,"934,1","2,2",1.0
112023,22.7,japira,"216,2","933,8","2,2",1.0
122023,24.5,japira,"57,4","934,2","2,5",1.0
12024,23.5,japira,142,"934,2","2,3",1.0
22024,24.2,japira,"59,4","935,7","2,3",1.0
32024,24.2,japira,"43,6","935,6","2,3",1.0
42024,23.0,japira,"102,2","936,3","0,7",1.0
52024,21.0,japira,"56,8","937,5","0,4",1.0
62024,20.3,japira,"0,8","938,9","0,4",1.0
72024,18.0,japira,69,"941,1","0,5",1.0
82024,19.4,japira,"53,4","939,6","0,7",1.0
92024,23.5,japira,"43,4","936,6","1,1",1.0
102024,21.9,japira,"113,8","935,4","1,9",1.0
112024,22.6,japira,"157,8","933,9","2,3",1.0
122024,22.2,japira,"140,4","933,2","1,8",1.0
52016,,rancho queimado,,,,
62016,9.4,rancho queimado,"32,2","921,9","1,3",
72016,11.9,rancho queimado,"105,8","919,2","1,7",
82016,13.0,rancho queimado,"121,8","918,6",,
92016,13.3,rancho queimado,"90,2","918,8",,
102016,14.9,rancho queimado,"231,8","917,1",,
112016,16.3,rancho queimado,"85,6","916,1",,
122016,18.7,rancho queimado,"401,2","914,9",,
12017,20.5,rancho queimado,"244,4","915,7",,
