Unnamed: 0,Data,Produto,Estado,Área Colhida (ha),Área Plantada (ha),Produção (t),Rendimento Médio (kg/ha)
2311,maio 2024,1.17 Trigo,Santa Catarina,130940,130940,415080,3170
2312,maio 2024,15 Fumo,Santa Catarina,86523,86546,164407,1900
2313,junho 2024,1.4 Arroz,Santa Catarina,143057,143057,1115533,7798
2314,junho 2024,1.8 Feijao (1 Safra),Santa Catarina,27745,28010,49827,1796
2315,junho 2024,1.9 Feijao (2 Safra),Santa Catarina,34004,34259,65766,1934
2316,junho 2024,1.10 Feijao (3 Safra),Santa Catarina,,,,
2317,junho 2024,1.13 Milho (1 Safra),Santa Catarina,285410,285864,2012141,7050
2318,junho 2024,1.14 Milho (2 Safra),Santa Catarina,9652,9652,55312,5731
2319,junho 2024,1.15 Soja,Santa Catarina,802310,802310,2885251,3596
2320,junho 2024,1.17 Trigo,Santa Catarina,130940,130940,415080,3170
2321,junho 2024,15 Fumo,Santa Catarina,86523,86546,164407,1900
2322,julho 2024,1.4 Arroz,Santa Catarina,143057,143057,1115533,7798
2323,julho 2024,1.8 Feijao (1 Safra),Santa Catarina,27745,28010,49827,1796
2324,julho 2024,1.9 Feijao (2 Safra),Santa Catarina,34004,34259,65766,1934
2325,julho 2024,1.10 Feijao (3 Safra),Santa Catarina,,,,
2326,julho 2024,1.13 Milho (1 Safra),Santa Catarina,285410,285864,2012141,7050
2327,julho 2024,1.14 Milho (2 Safra),Santa Catarina,9652,9652,55312,5731
2328,julho 2024,1.15 Soja,Santa Catarina,802310,802310,2885251,3596
2329,julho 2024,1.17 Trigo,Santa Catarina,130940,130940,415080,3170
2330,julho 2024,15 Fumo,Santa Catarina,86523,86546,164407,1900
2331,agosto 2024,1.4 Arroz,Santa Catarina,142844,143047,1113628,7796
2332,agosto 2024,1.8 Feijao (1 Safra),Santa Catarina,28173,28525,45469,1614
2333,agosto 2024,1.9 Feijao (2 Safra),Santa Catarina,35493,36782,59763,1684
2334,agosto 2024,1.10 Feijao (3 Safra),Santa Catarina,,,,
2335,agosto 2024,1.13 Milho (1 Safra),Santa Catarina,284984,285378,1742339,6114
2336,agosto 2024,1.14 Milho (2 Safra),Santa Catarina,9942,9942,54336,5465
2337,agosto 2024,1.15 Soja,Santa Catarina,811373,814758,2722653,3356
2338,agosto 2024,1.17 Trigo,Santa Catarina,121011,121011,403432,3334
2339,agosto 2024,15 Fumo,Santa Catarina,87244,87272,165793,1900
2340,setembro 2024,1.4 Arroz,Santa Catarina,142844,143047,1113628,7796
2341,setembro 2024,1.8 Feijao (1 Safra),Santa Catarina,28173,28525,45469,1614
2342,setembro 2024,1.9 Feijao (2 Safra),Santa Catarina,35493,36782,59763,1684
2343,setembro 2024,1.10 Feijao (3 Safra),Santa Catarina,,,,
2344,setembro 2024,1.13 Milho (1 Safra),Santa Catarina,284984,285378,1742339,6114
2345,setembro 2024,1.14 Milho (2 Safra),Santa Catarina,9942,9942,54336,5465
2346,setembro 2024,1.15 Soja,Santa Catarina,811373,814758,2722653,3356
2347,setembro 2024,1.17 Trigo,Santa Catarina,121011,121011,403432,3334
2348,setembro 2024,15 Fumo,Santa Catarina,87244,87272,165793,1900
2349,outubro 2024,1.4 Arroz,Santa Catarina,142844,143047,1113628,7796
2350,outubro 2024,1.8 Feijao (1 Safra),Santa Catarina,28173,28525,45469,1614
2351,outubro 2024,1.9 Feijao (2 Safra),Santa Catarina,35493,36782,59763,1684
2352,outubro 2024,1.10 Feijao (3 Safra),Santa Catarina,,,,
2353,outubro 2024,1.13 Milho (1 Safra),Santa Catarina,284984,285378,1742339,6114
2354,outubro 2024,1.14 Milho (2 Safra),Santa Catarina,9942,9942,54336,5465
2355,outubro 2024,1.15 Soja,Santa Catarina,811373,814758,2722653,3356
2356,outubro 2024,1.17 Trigo,Santa Catarina,121011,121011,403432,3334
2357,outubro 2024,15 Fumo,Santa Catarina,87244,87272,165793,1900
2358,novembro 2024,1.4 Arroz,Santa Catarina,142962,143100,1114820,7798
2359,novembro 2024,1.8 Feijao (1 Safra),Santa Catarina,28173,28525,45469,1614
2360,novembro 2024,1.9 Feijao (2 Safra),Santa Catarina,35497,36702,59806,1685
2361,novembro 2024,1.10 Feijao (3 Safra),Santa Catarina,,,,
2362,novembro 2024,1.13 Milho (1 Safra),Santa Catarina,284984,285378,1742339,6114
2363,novembro 2024,1.14 Milho (2 Safra),Santa Catarina,9942,9942,54146,5446
2364,novembro 2024,1.15 Soja,Santa Catarina,811193,814598,2722233,3356
2365,novembro 2024,1.17 Trigo,Santa Catarina,122547,122577,426196,3478
2366,novembro 2024,15 Fumo,Santa Catarina,87277,87282,166516,1908
2367,dezembro 2024,1.4 Arroz,Santa Catarina,142962,143100,1114820,7798
2368,dezembro 2024,1.8 Feijao (1 Safra),Santa Catarina,28173,28525,45469,1614
2369,dezembro 2024,1.9 Feijao (2 Safra),Santa Catarina,35497,36702,59806,1685
2370,dezembro 2024,1.10 Feijao (3 Safra),Santa Catarina,,,,
2371,dezembro 2024,1.13 Milho (1 Safra),Santa Catarina,284984,285378,1742339,6114
2372,dezembro 2024,1.14 Milho (2 Safra),Santa Catarina,9942,9942,54146,5446
2373,dezembro 2024,1.15 Soja,Santa Catarina,811193,814598,2722233,3356
2374,dezembro 2024,1.17 Trigo,Santa Catarina,122547,122577,426196,3478
2375,dezembro 2024,15 Fumo,Santa Catarina,87277,87282,166516,1908
2376,janeiro 2014,1.4 Arroz,Rio Grande do Sul,1114614,1114614,8472699,7601
2377,janeiro 2014,1.8 Feijao (1 Safra),Rio Grande do Sul,51772,51772,81800,1580
2378,janeiro 2014,1.9 Feijao (2 Safra),Rio Grande do Sul,13679,13679,20300,1484
2379,janeiro 2014,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
2380,janeiro 2014,1.13 Milho (1 Safra),Rio Grande do Sul,933178,933458,5397067,5784
2381,janeiro 2014,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
2382,janeiro 2014,1.15 Soja,Rio Grande do Sul,4967622,4967622,13951619,2809
2383,janeiro 2014,1.17 Trigo,Rio Grande do Sul,1050849,1050849,2515733,2394
2384,janeiro 2014,15 Fumo,Rio Grande do Sul,205276,205969,422182,2057
2385,fevereiro 2014,1.4 Arroz,Rio Grande do Sul,1117675,1117675,8474033,7582
2386,fevereiro 2014,1.8 Feijao (1 Safra),Rio Grande do Sul,51135,51135,77945,1524
2387,fevereiro 2014,1.9 Feijao (2 Safra),Rio Grande do Sul,18317,18317,28914,1579
2388,fevereiro 2014,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
2389,fevereiro 2014,1.13 Milho (1 Safra),Rio Grande do Sul,930486,931416,5344611,5744
2390,fevereiro 2014,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
2391,fevereiro 2014,1.15 Soja,Rio Grande do Sul,4958845,4958845,13883471,2800
2392,fevereiro 2014,1.17 Trigo,Rio Grande do Sul,1050849,1050849,2515733,2394
2393,fevereiro 2014,15 Fumo,Rio Grande do Sul,205827,206520,412488,2004
2394,marco 2014,1.4 Arroz,Rio Grande do Sul,1115588,1115588,8626868,7733
2395,marco 2014,1.8 Feijao (1 Safra),Rio Grande do Sul,51650,51650,73857,1430
2396,marco 2014,1.9 Feijao (2 Safra),Rio Grande do Sul,23047,23047,36248,1573
2397,marco 2014,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
2398,marco 2014,1.13 Milho (1 Safra),Rio Grande do Sul,927631,929181,5401926,5823
2399,marco 2014,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
2400,marco 2014,1.15 Soja,Rio Grande do Sul,4984217,4984217,13353562,2679
2401,marco 2014,1.17 Trigo,Rio Grande do Sul,1059232,1059232,2535801,2394
2402,marco 2014,15 Fumo,Rio Grande do Sul,204662,205360,409210,1999
2403,abril 2014,1.4 Arroz,Rio Grande do Sul,1115588,1115588,8626868,7733
2404,abril 2014,1.8 Feijao (1 Safra),Rio Grande do Sul,51650,51650,73857,1430
2405,abril 2014,1.9 Feijao (2 Safra),Rio Grande do Sul,23047,23047,36248,1573
2406,abril 2014,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
2407,abril 2014,1.13 Milho (1 Safra),Rio Grande do Sul,927631,929181,5401926,5823
2408,abril 2014,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
2409,abril 2014,1.15 Soja,Rio Grande do Sul,4984217,4984217,13353562,2679
2410,abril 2014,1.17 Trigo,Rio Grande do Sul,1059232,1059232,2535801,2394
2411,abril 2014,15 Fumo,Rio Grande do Sul,204662,205360,409210,1999
2412,maio 2014,1.4 Arroz,Rio Grande do Sul,1114327,1114927,8342704,7487
2413,maio 2014,1.8 Feijao (1 Safra),Rio Grande do Sul,51356,51356,73550,1432
2414,maio 2014,1.9 Feijao (2 Safra),Rio Grande do Sul,24954,24954,37705,1511
2415,maio 2014,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
2416,maio 2014,1.13 Milho (1 Safra),Rio Grande do Sul,928484,929624,5430417,5849
2417,maio 2014,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
2418,maio 2014,1.15 Soja,Rio Grande do Sul,4985551,4985551,13045935,2617
2419,maio 2014,1.17 Trigo,Rio Grande do Sul,1152391,1152391,3247432,2818
2420,maio 2014,15 Fumo,Rio Grande do Sul,204608,205306,412625,2017
2421,junho 2014,1.4 Arroz,Rio Grande do Sul,1114327,1114927,8342704,7487
2422,junho 2014,1.8 Feijao (1 Safra),Rio Grande do Sul,51356,51356,73550,1432
2423,junho 2014,1.9 Feijao (2 Safra),Rio Grande do Sul,24954,24954,37705,1511
2424,junho 2014,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
2425,junho 2014,1.13 Milho (1 Safra),Rio Grande do Sul,928484,929624,5430417,5849
2426,junho 2014,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
2427,junho 2014,1.15 Soja,Rio Grande do Sul,4985551,4985551,13045935,2617
2428,junho 2014,1.17 Trigo,Rio Grande do Sul,1152391,1152391,3247432,2818
2429,junho 2014,15 Fumo,Rio Grande do Sul,204608,205306,412625,2017
2430,julho 2014,1.4 Arroz,Rio Grande do Sul,1114327,1114927,8342704,7487
2431,julho 2014,1.8 Feijao (1 Safra),Rio Grande do Sul,51356,51356,73550,1432
2432,julho 2014,1.9 Feijao (2 Safra),Rio Grande do Sul,24954,24954,37705,1511
2433,julho 2014,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
2434,julho 2014,1.13 Milho (1 Safra),Rio Grande do Sul,928484,929624,5430417,5849
2435,julho 2014,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
2436,julho 2014,1.15 Soja,Rio Grande do Sul,4985551,4985551,13045935,2617
2437,julho 2014,1.17 Trigo,Rio Grande do Sul,1152391,1152391,3247432,2818
2438,julho 2014,15 Fumo,Rio Grande do Sul,204608,205306,412625,2017
2439,agosto 2014,1.4 Arroz,Rio Grande do Sul,1113480,1114080,8258357,7417
2440,agosto 2014,1.8 Feijao (1 Safra),Rio Grande do Sul,51336,51336,73553,1433
2441,agosto 2014,1.9 Feijao (2 Safra),Rio Grande do Sul,24854,25109,37351,1503
2442,agosto 2014,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
2443,agosto 2014,1.13 Milho (1 Safra),Rio Grande do Sul,924483,925634,5390191,5830
2444,agosto 2014,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
2445,agosto 2014,1.15 Soja,Rio Grande do Sul,4986614,4986614,13017165,2610
2446,agosto 2014,1.17 Trigo,Rio Grande do Sul,1157777,1157777,3259418,2815
2447,agosto 2014,15 Fumo,Rio Grande do Sul,204608,205306,412625,2017
2448,setembro 2014,1.4 Arroz,Rio Grande do Sul,1113780,1114380,8240847,7399
2449,setembro 2014,1.8 Feijao (1 Safra),Rio Grande do Sul,51332,51332,73579,1433
2450,setembro 2014,1.9 Feijao (2 Safra),Rio Grande do Sul,24939,25174,37487,1503
2451,setembro 2014,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
2452,setembro 2014,1.13 Milho (1 Safra),Rio Grande do Sul,924483,925634,5389916,5830
2453,setembro 2014,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
2454,setembro 2014,1.15 Soja,Rio Grande do Sul,4986542,4986542,13041226,2615
2455,setembro 2014,1.17 Trigo,Rio Grande do Sul,1157109,1157109,3212277,2776
2456,setembro 2014,15 Fumo,Rio Grande do Sul,204608,205306,412622,2017
2457,outubro 2014,1.4 Arroz,Rio Grande do Sul,1113780,1114380,8240847,7399
2458,outubro 2014,1.8 Feijao (1 Safra),Rio Grande do Sul,51332,51332,73579,1433
2459,outubro 2014,1.9 Feijao (2 Safra),Rio Grande do Sul,24939,25174,37487,1503
2460,outubro 2014,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
2461,outubro 2014,1.13 Milho (1 Safra),Rio Grande do Sul,924483,925634,5389916,5830
2462,outubro 2014,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
2463,outubro 2014,1.15 Soja,Rio Grande do Sul,4986542,4986542,13041226,2615
2464,outubro 2014,1.17 Trigo,Rio Grande do Sul,1170092,1170742,2826787,2416
2465,outubro 2014,15 Fumo,Rio Grande do Sul,204608,205306,412622,2017
2466,novembro 2014,1.4 Arroz,Rio Grande do Sul,1113780,1114380,8240847,7399
2467,novembro 2014,1.8 Feijao (1 Safra),Rio Grande do Sul,51332,51332,73579,1433
2468,novembro 2014,1.9 Feijao (2 Safra),Rio Grande do Sul,24939,25174,37487,1503
2469,novembro 2014,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
2470,novembro 2014,1.13 Milho (1 Safra),Rio Grande do Sul,924483,925634,5389916,5830
2471,novembro 2014,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
2472,novembro 2014,1.15 Soja,Rio Grande do Sul,4986542,4986542,13041226,2615
2473,novembro 2014,1.17 Trigo,Rio Grande do Sul,1170092,1170742,2826787,2416
2474,novembro 2014,15 Fumo,Rio Grande do Sul,204608,205306,412622,2017
2475,dezembro 2014,1.4 Arroz,Rio Grande do Sul,1113780,1114380,8240847,7399
2476,dezembro 2014,1.8 Feijao (1 Safra),Rio Grande do Sul,51332,51332,73579,1433
2477,dezembro 2014,1.9 Feijao (2 Safra),Rio Grande do Sul,24939,25174,37487,1503
2478,dezembro 2014,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
2479,dezembro 2014,1.13 Milho (1 Safra),Rio Grande do Sul,924483,925634,5389916,5830
2480,dezembro 2014,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
2481,dezembro 2014,1.15 Soja,Rio Grande do Sul,4986542,4986542,13041226,2615
2482,dezembro 2014,1.17 Trigo,Rio Grande do Sul,1179017,1180179,1670623,1417
2483,dezembro 2014,15 Fumo,Rio Grande do Sul,204608,205306,412622,2017
2484,janeiro 2015,1.4 Arroz,Rio Grande do Sul,1124565,1124565,8598757,7646
2485,janeiro 2015,1.8 Feijao (1 Safra),Rio Grande do Sul,42431,42701,62069,1463
2486,janeiro 2015,1.9 Feijao (2 Safra),Rio Grande do Sul,20282,20282,29155,1437
2487,janeiro 2015,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
2488,janeiro 2015,1.13 Milho (1 Safra),Rio Grande do Sul,874811,874869,5333738,6097
2489,janeiro 2015,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
2490,janeiro 2015,1.15 Soja,Rio Grande do Sul,5200279,5200279,14650733,2817
2491,janeiro 2015,1.17 Trigo,Rio Grande do Sul,1179017,1180179,2897238,2457
2492,janeiro 2015,15 Fumo,Rio Grande do Sul,201199,201499,420535,2090
2493,fevereiro 2015,1.4 Arroz,Rio Grande do Sul,1121059,1128105,8535363,7614
2494,fevereiro 2015,1.8 Feijao (1 Safra),Rio Grande do Sul,42211,42751,60638,1437
2495,fevereiro 2015,1.9 Feijao (2 Safra),Rio Grande do Sul,22603,22603,34173,1512
2496,fevereiro 2015,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
2497,fevereiro 2015,1.13 Milho (1 Safra),Rio Grande do Sul,868543,868601,5378488,6193
2498,fevereiro 2015,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
2499,fevereiro 2015,1.15 Soja,Rio Grande do Sul,5219669,5219684,14878325,2850
2500,fevereiro 2015,1.17 Trigo,Rio Grande do Sul,1179017,1180179,2897238,2457
2501,fevereiro 2015,15 Fumo,Rio Grande do Sul,200421,200721,416029,2076
2502,marco 2015,1.4 Arroz,Rio Grande do Sul,1122046,1129597,8396348,7483
2503,marco 2015,1.8 Feijao (1 Safra),Rio Grande do Sul,42404,43064,61063,1440
2504,marco 2015,1.9 Feijao (2 Safra),Rio Grande do Sul,23924,23924,36283,1517
2505,marco 2015,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
2506,marco 2015,1.13 Milho (1 Safra),Rio Grande do Sul,867212,867270,5503975,6347
2507,marco 2015,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
2508,marco 2015,1.15 Soja,Rio Grande do Sul,5230064,5230879,15114372,2890
2509,marco 2015,1.17 Trigo,Rio Grande do Sul,1179017,1180179,2897238,2457
2510,marco 2015,15 Fumo,Rio Grande do Sul,200749,201052,415691,2071
2511,abril 2015,1.4 Arroz,Rio Grande do Sul,1122046,1129597,8396348,7483
2512,abril 2015,1.8 Feijao (1 Safra),Rio Grande do Sul,42404,43064,61063,1440
2513,abril 2015,1.9 Feijao (2 Safra),Rio Grande do Sul,23924,23924,36283,1517
2514,abril 2015,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
2515,abril 2015,1.13 Milho (1 Safra),Rio Grande do Sul,867212,867270,5503975,6347
2516,abril 2015,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
2517,abril 2015,1.15 Soja,Rio Grande do Sul,5230064,5230879,15114372,2890
2518,abril 2015,1.17 Trigo,Rio Grande do Sul,1179017,1180179,2897238,2457
2519,abril 2015,15 Fumo,Rio Grande do Sul,200749,201052,415691,2071
2520,maio 2015,1.4 Arroz,Rio Grande do Sul,1121286,1129099,8540889,7617
2521,maio 2015,1.8 Feijao (1 Safra),Rio Grande do Sul,42404,43064,60834,1435
2522,maio 2015,1.9 Feijao (2 Safra),Rio Grande do Sul,23971,23971,34653,1446
2523,maio 2015,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
2524,maio 2015,1.13 Milho (1 Safra),Rio Grande do Sul,865125,865183,5640375,6520
2525,maio 2015,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
2526,maio 2015,1.15 Soja,Rio Grande do Sul,5240397,5241776,15595618,2976
2527,maio 2015,1.17 Trigo,Rio Grande do Sul,919978,919978,2529233,2749
2528,maio 2015,15 Fumo,Rio Grande do Sul,200749,201052,418267,2084
2529,junho 2015,1.4 Arroz,Rio Grande do Sul,1121286,1129099,8540889,7617
2530,junho 2015,1.8 Feijao (1 Safra),Rio Grande do Sul,42404,43064,60834,1435
2531,junho 2015,1.9 Feijao (2 Safra),Rio Grande do Sul,23971,23971,34653,1446
2532,junho 2015,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
2533,junho 2015,1.13 Milho (1 Safra),Rio Grande do Sul,865125,865183,5640375,6520
2534,junho 2015,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
2535,junho 2015,1.15 Soja,Rio Grande do Sul,5240397,5241776,15595618,2976
2536,junho 2015,1.17 Trigo,Rio Grande do Sul,919978,919978,2529233,2749
2537,junho 2015,15 Fumo,Rio Grande do Sul,200749,201052,418267,2084
2538,julho 2015,1.4 Arroz,Rio Grande do Sul,1121675,1127916,8679490,7738
2539,julho 2015,1.8 Feijao (1 Safra),Rio Grande do Sul,42404,43064,60786,1433
2540,julho 2015,1.9 Feijao (2 Safra),Rio Grande do Sul,24394,24394,34941,1432
2541,julho 2015,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
2542,julho 2015,1.13 Milho (1 Safra),Rio Grande do Sul,863550,863608,5633650,6524
2543,julho 2015,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
2544,julho 2015,1.15 Soja,Rio Grande do Sul,5262520,5263899,15700264,2983
2545,julho 2015,1.17 Trigo,Rio Grande do Sul,889111,889111,2487353,2798
2546,julho 2015,15 Fumo,Rio Grande do Sul,199661,199963,414936,2078
2547,agosto 2015,1.4 Arroz,Rio Grande do Sul,1121675,1127916,8679490,7738
2548,agosto 2015,1.8 Feijao (1 Safra),Rio Grande do Sul,42404,43064,60786,1433
2549,agosto 2015,1.9 Feijao (2 Safra),Rio Grande do Sul,24394,24394,34941,1432
2550,agosto 2015,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
2551,agosto 2015,1.13 Milho (1 Safra),Rio Grande do Sul,863550,863608,5633650,6524
2552,agosto 2015,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
2553,agosto 2015,1.15 Soja,Rio Grande do Sul,5262520,5263899,15700264,2983
2554,agosto 2015,1.17 Trigo,Rio Grande do Sul,889111,889111,2487353,2798
2555,agosto 2015,15 Fumo,Rio Grande do Sul,199661,199963,414936,2078
2556,setembro 2015,1.4 Arroz,Rio Grande do Sul,1121675,1127916,8679490,7738
2557,setembro 2015,1.8 Feijao (1 Safra),Rio Grande do Sul,42404,43064,60786,1433
2558,setembro 2015,1.9 Feijao (2 Safra),Rio Grande do Sul,24394,24394,34941,1432
2559,setembro 2015,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
2560,setembro 2015,1.13 Milho (1 Safra),Rio Grande do Sul,863550,863608,5633650,6524
2561,setembro 2015,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
2562,setembro 2015,1.15 Soja,Rio Grande do Sul,5262520,5263899,15700264,2983
2563,setembro 2015,1.17 Trigo,Rio Grande do Sul,878616,881616,2395338,2726
2564,setembro 2015,15 Fumo,Rio Grande do Sul,199661,199963,414936,2078
2565,outubro 2015,1.4 Arroz,Rio Grande do Sul,1121675,1127916,8679490,7738
2566,outubro 2015,1.8 Feijao (1 Safra),Rio Grande do Sul,42404,43064,60786,1433
2567,outubro 2015,1.9 Feijao (2 Safra),Rio Grande do Sul,24394,24394,34941,1432
2568,outubro 2015,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
2569,outubro 2015,1.13 Milho (1 Safra),Rio Grande do Sul,863550,863608,5633650,6524
2570,outubro 2015,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
2571,outubro 2015,1.15 Soja,Rio Grande do Sul,5262520,5263899,15700264,2983
2572,outubro 2015,1.17 Trigo,Rio Grande do Sul,871804,878536,1903035,2183
2573,outubro 2015,15 Fumo,Rio Grande do Sul,199661,199963,414936,2078
2574,novembro 2015,1.4 Arroz,Rio Grande do Sul,1121675,1127916,8679490,7738
2575,novembro 2015,1.8 Feijao (1 Safra),Rio Grande do Sul,42404,43064,60786,1433
2576,novembro 2015,1.9 Feijao (2 Safra),Rio Grande do Sul,24394,24394,34941,1432
2577,novembro 2015,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
2578,novembro 2015,1.13 Milho (1 Safra),Rio Grande do Sul,863550,863608,5633650,6524
2579,novembro 2015,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
2580,novembro 2015,1.15 Soja,Rio Grande do Sul,5262520,5263899,15700264,2983
2581,novembro 2015,1.17 Trigo,Rio Grande do Sul,871804,878536,1903035,2183
2582,novembro 2015,15 Fumo,Rio Grande do Sul,199661,199963,414936,2078
2583,dezembro 2015,1.4 Arroz,Rio Grande do Sul,1121675,1127916,8679490,7738
2584,dezembro 2015,1.8 Feijao (1 Safra),Rio Grande do Sul,42404,43064,60786,1433
2585,dezembro 2015,1.9 Feijao (2 Safra),Rio Grande do Sul,24394,24394,34941,1432
2586,dezembro 2015,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
2587,dezembro 2015,1.13 Milho (1 Safra),Rio Grande do Sul,863550,863608,5633650,6524
2588,dezembro 2015,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
2589,dezembro 2015,1.15 Soja,Rio Grande do Sul,5262520,5263899,15700264,2983
2590,dezembro 2015,1.17 Trigo,Rio Grande do Sul,874492,882566,1391985,1592
2591,dezembro 2015,15 Fumo,Rio Grande do Sul,199661,199963,414936,2078
2592,janeiro 2016,1.4 Arroz,Rio Grande do Sul,1087023,1087023,8433761,7759
2593,janeiro 2016,1.8 Feijao (1 Safra),Rio Grande do Sul,41718,41839,68006,1630
2594,janeiro 2016,1.9 Feijao (2 Safra),Rio Grande do Sul,20170,20170,31973,1585
2595,janeiro 2016,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
2596,janeiro 2016,1.13 Milho (1 Safra),Rio Grande do Sul,750369,751899,4809124,6409
2597,janeiro 2016,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
2598,janeiro 2016,1.15 Soja,Rio Grande do Sul,5471680,5471680,16233592,2967
2599,janeiro 2016,1.17 Trigo,Rio Grande do Sul,874492,882566,1391985,1592
2600,janeiro 2016,15 Fumo,Rio Grande do Sul,185213,185888,376165,2031
2601,fevereiro 2016,1.4 Arroz,Rio Grande do Sul,1070707,1086012,8232431,7689
